Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
0,4200,261,-26,-0.1,15,-,-,-,-,-,-,-
0,4300,267,-25.5,-0.1,15.4,-,-,-,-,-,-,-
0,4400,274,-25,-0.1,15.7,-,-,-,-,-,-,-
0,4500,281,-24.6,-0.1,16.1,-,-,-,-,-,-,-
0,4600,288,-24.2,-0.1,16.5,-,-,-,-,-,-,-
0,4700,295,-23.8,-0.1,16.9,-,-,-,-,-,-,-
0,4800,303,-23.4,-0.1,17.3,-,-,-,-,-,-,-
0,4900,310,-23,-0.1,17.7,-,-,-,-,-,-,-
0,5000,317,-22.7,-0.1,18.1,-,-,-,-,-,-,-
0,5100,324,-22.4,-0.1,18.5,-,-,-,-,-,-,-
0,5200,332,-22.1,-0.1,18.9,-,-,-,-,-,-,-
0,5300,339,-21.8,-0.1,19.3,-,-,-,-,-,-,-
0,5400,347,-21.5,-0.1,19.8,-,-,-,-,-,-,-
0,5500,355,-21.3,-0.1,20.2,-,-,-,-,-,-,-
0,5600,362,-21.1,-0.2,20.6,-,-,-,-,-,-,-
0,5700,370,-20.8,-0.2,21,-,-,-,-,-,-,-
0,5800,378,-20.6,-0.2,21.5,-,-,-,-,-,-,-
0,5900,386,-20.5,-0.2,21.9,-,-,-,-,-,-,-
0,6000,395,-20.3,-0.2,22.3,-,-,-,-,-,-,-
0,6100,403,-20.2,-0.2,22.8,-,-,-,-,-,-,-
0,6200,412,-20,-0.2,23.3,-,-,-,-,-,-,-
0,6300,420,-19.9,-0.2,23.7,-,-,-,-,-,-,-
0,6400,429,-19.8,-0.2,24.2,-,-,-,-,-,-,-
0,6500,438,-19.8,-0.2,24.7,-,-,-,-,-,-,-
0,6600,447,-19.7,-0.2,25.1,-,-,-,-,-,-,-
0,6700,457,-19.7,-0.2,25.6,-,-,-,-,-,-,-
0,6800,466,-19.7,-0.2,26.1,-,-,-,-,-,-,-
0,6900,476,-19.7,-0.3,26.7,-,-,-,-,-,-,-
0,7000,486,-19.7,-0.3,27.2,-,-,-,-,-,-,-
0,7100,497,-19.8,-0.3,27.7,-,-,-,-,-,-,-
0,7200,508,-19.9,-0.3,28.3,-,-,-,-,-,-,-
0,7300,519,-20.1,-0.3,28.8,-,-,-,-,-,-,-
0,7400,530,-20.3,-0.3,29.4,-,-,-,-,-,-,-
0,7500,542,-20.5,-0.3,30,-,-,-,-,-,-,-
0,7600,555,-20.9,-0.4,30.6,-,-,-,-,-,-,-
0,7700,568,-21.3,-0.4,31.3,-,-,-,-,-,-,-
0,7800,582,-21.8,-0.4,32,-,-,-,-,-,-,-
0,7900,596,-22.5,-0.5,32.7,-,-,-,-,-,-,-
0,8000,612,-23.4,-0.5,33.5,-,-,-,-,-,-,-
0,8100,630,-24.6,-0.6,34.3,-,-,-,-,-,-,-
0,8200,649,-26.3,-0.6,35.2,-,-,-,-,-,-,-
0,8300,670,-28.7,-0.8,36.2,-,-,-,-,-,-,-
0,8400,697,-32.9,-0.9,37.4,-,-,-,-,-,-,-
0,8500,732,-42,-1.3,38.9,-,-,-,-,-,-,-
