Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
1,2200,876,74.6,2.2,22.8,0,0,0,0,0,0,0
2,800,1510,1,0.5,42.9,0,0,0,0,0,0,0
2,850,1504,1.1,0.5,42.8,0,0,0,0,0,0,0
2,900,1498,1.1,0.5,42.8,0,0,0,0,0,0,0
2,950,1493,1.2,0.5,42.8,0,0,0,0,0,0,0
2,1000,1487,1.3,0.5,42.8,0,0,0,0,0,0,0
2,1050,1481,1.3,0.5,42.7,0,0,0,0,0,0,0
2,1100,1475,1.4,0.5,42.7,0,0,0,0,0,0,0
2,1150,1470,1.5,0.5,42.7,0,0,0,0,0,0,0
2,1200,1464,1.5,0.5,42.6,0,0,0,0,0,0,0
2,1250,1458,1.6,0.5,42.6,0,0,0,0,0,0,0
2,1300,1452,1.7,0.5,42.6,0,0,0,0,0,0,0
2,1350,1446,1.7,0.5,42.5,0,0,0,0,0,0,0
2,1400,1440,1.8,0.5,42.5,0,0,0,0,0,0,0
2,1450,1434,1.9,0.5,42.5,0,0,0,0,0,0,0
2,1500,1429,2,0.5,42.4,0,0,0,0,0,0,0
2,1550,1423,2.1,0.5,42.4,0,0,0,0,0,0,0
2,1600,1417,2.1,0.5,42.3,0,0,0,0,0,0,0
2,1650,1411,2.2,0.5,42.3,0,0,0,0,0,0,0
2,1700,1405,2.3,0.5,42.2,0,0,0,0,0,0,0
2,1750,1398,2.4,0.5,42.2,0,0,0,0,0,0,0
2,1800,1392,2.5,0.5,42.1,0,0,0,0,0,0,0
2,1850,1386,2.6,0.5,42.1,0,0,0,0,0,0,0
2,1900,1380,2.6,0.5,42,0,0,0,0,0,0,0
2,1950,1374,2.7,0.5,42,0,0,0,0,0,0,0
2,2000,1368,2.8,0.5,41.9,0,0,0,0,0,0,0
2,2050,1361,2.9,0.5,41.9,0,0,0,0,0,0,0
2,2100,1355,3,0.5,41.8,0,0,0,0,0,0,0
2,2150,1349,3.1,0.5,41.7,0,0,0,0,0,0,0
2,2200,1342,3.2,0.5,41.7,0,0,0,0,0,0,0
2,2250,1336,3.3,0.5,41.6,0,0,0,0,0,0,0
2,2300,1329,3.4,0.5,41.5,0,0,0,0,0,0,0
2,2350,1323,3.6,0.5,41.4,0,0,0,0,0,0,0
2,2400,1316,3.7,0.5,41.4,0,0,0,0,0,0,0
2,2450,1310,3.8,0.5,41.3,0,0,0,0,0,0,0
2,2500,1303,3.9,0.5,41.2,0,0,0,0,0,0,0
2,2550,1296,4,0.5,41.1,0,0,0,0,0,0,0
2,2600,1289,4.2,0.5,41,0,0,0,0,0,0,0
2,2650,1283,4.3,0.5,41,0,0,0,0,0,0,0
2,2700,1276,4.5,0.6,40.9,0,0,0,0,0,0,0
2,2750,1269,4.6,0.6,40.8,0,0,0,0,0,0,0
2,2800,1262,4.8,0.6,40.7,0,0,0,0,0,0,0
2,2850,1254,4.9,0.6,40.6,0,0,0,0,0,0,0
2,2900,1247,5.1,0.6,40.5,0,0,0,0,0,0,0
2,2950,1240,5.3,0.6,40.4,0,0,0,0,0,0,0
2,3000,1232,5.5,0.6,40.3,0,0,0,0,0,0,0
2,3050,1225,5.6,0.6,40.1,0,0,0,0,0,0,0
2,3100,1217,5.9,0.6,40,0,0,0,0,0,0,0
2,3150,1209,6.1,0.6,39.9,0,0,0,0,0,0,0
2,3200,1202,6.3,0.6,39.8,0,0,0,0,0,0,0
2,3250,1194,6.5,0.6,39.7,0,0,0,0,0,0,0
2,3300,1186,6.8,0.6,39.5,0,0,0,0,0,0,0
2,3350,1177,7,0.6,39.4,0,0,0,0,0,0,0
2,3400,1169,7.3,0.6,39.2,0,0,0,0,0,0,0
2,3450,1160,7.6,0.6,39.1,0,0,0,0,0,0,0
2,3500,1152,7.9,0.7,38.9,0,0,0,0,0,0,0
2,3550,1143,8.3,0.7,38.8,0,0,0,0,0,0,0
2,3600,1134,8.7,0.7,38.6,0,0,0,0,0,0,0
2,3650,1124,9.1,0.7,38.4,0,0,0,0,0,0,0
2,3700,1115,9.5,0.7,38.2,0,0,0,0,0,0,0
2,3750,1105,10,0.7,38,0,0,0,0,0,0,0
2,3800,1095,10.5,0.7,37.8,0,0,0,0,0,0,0
2,3850,1084,11.1,0.8,37.6,0,0,0,0,0,0,0
2,3900,1074,11.7,0.8,37.4,0,0,0,0,0,0,0
2,3950,1063,12.4,0.8,37.2,0,0,0,0,0,0,0
2,4000,1051,13.3,0.8,36.9,0,0,0,0,0,0,0
2,4050,1039,14.2,0.9,36.7,0,0,0,0,0,0,0
2,4100,1026,15.3,0.9,36.4,0,0,0,0,0,0,0
2,4150,1013,16.5,0.9,36.1,0,0,0,0,0,0,0
2,4200,998,18,1,35.7,0,0,0,0,0,0,0
2,4250,983,19.8,1,35.4,0,0,0,0,0,0,0
2,4300,966,22.2,1.1,35,0,0,0,0,0,0,0
2,4350,948,25.2,1.2,34.5,0,0,0,0,0,0,0
2,4400,927,29.5,1.3,34,0,0,0,0,0,0,0
2,4450,902,36.1,1.5,33.3,0,0,0,0,0,0,0
2,4500,868,48.8,1.9,32.4,0,0,0,0,0,0,0
