Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
7,3250,1123,8.6,0.7,37.8,1.7,8.3,-7.7,0.5,-0.3,-6.1,5.9
7,3300,1112,9.1,0.7,37.6,1.6,8.3,-7.7,0.5,-0.3,-6.2,6.1
7,3350,1101,9.7,0.7,37.4,1.6,8.3,-7.7,0.5,-0.5,-6.4,6.2
7,3400,1089,10.2,0.8,37.1,1.6,8.4,-7.7,0.6,-0.3,-6.5,6.3
7,3450,1077,11.1,0.8,36.9,1.5,8.1,-7.8,0.3,-0.6,-6.6,6.4
7,3500,1065,11.7,0.8,36.6,1.5,8.1,-7.8,0.3,-0.6,-6.7,6.3
7,3550,1052,12.7,0.8,36.4,1.5,8.2,-8.1,0.3,-0.6,-6.9,6.4
7,3600,1038,13.7,0.9,36.1,1.4,8.2,-8.1,0.3,-0.6,-7,6.5
7,3650,1024,14.4,0.9,35.8,1.4,8.2,-7.8,0.3,-0.6,-7.1,6.6
7,3700,1009,15.5,0.9,35.5,1.4,8.2,-8.1,0.3,-0.6,-7.3,6.7
7,3750,994,16.7,1,35.1,1.3,8.5,-7.8,0.6,-0.3,-7.1,6.9
7,3800,976,18.8,1,34.7,1.3,8.1,-7.8,0.7,-0.7,-7.2,7
7,3850,958,21.4,1.1,34.3,1.3,8.1,-7.8,0.7,-0.7,-7.4,7.2
7,3900,938,24.2,1.2,33.8,1.2,8.4,-7.8,0.7,-0.4,-7.2,7.3
7,3950,914,28.1,1.3,33.2,1.2,8,-7.7,0.7,-0.4,-7.4,7.1
7,4000,886,34.3,1.5,32.5,1.2,7.9,-7.7,0.7,-0.4,-7.5,7.3
7,4050,849,47.1,1.9,31.5,1.1,7.8,-7.5,0.8,-0.4,-7.3,7.1
8,3800,1155,0,0,42.9,2,11,-10,0.5,-0.5,-8.9,8.3
8,3900,1138,6.3,0.6,42.6,1.9,11,-10,0.5,-0.5,-9.1,8.6
8,4000,1121,6.9,0.6,42.2,1.8,11,-10,0.6,-0.6,-9.2,8.8
8,4100,1103,7.7,0.7,41.8,1.8,11,-10,0.6,-0.6,-9.5,9.1
8,4200,1084,8.3,0.7,41.4,1.7,11,-10,0.6,-0.6,-9.8,9.4
8,4300,1064,9.2,0.7,41,1.7,11,-11,0.6,-0.6,-10,9.4
8,4400,1043,10.1,0.8,40.5,1.6,11,-11,0.6,-0.6,-10,9.7
8,4500,1020,11.6,0.8,40,1.6,11,-11,0.7,-0.7,-10,10
8,4600,994,13.9,0.9,39.3,1.5,11,-11,0.4,-0.7,-11,10
8,4700,967,15.9,1,38.6,1.4,11,-11,0.7,-0.7,-11,10
8,4800,934,19.8,1.1,37.8,1.4,11,-10,0.8,-0.8,-11,10
8,4900,894,26.3,1.3,36.6,1.3,11,-10,0.4,-0.8,-11,10
8,5000,835,42.4,1.8,34.9,1.2,10,-9.7,0.8,-0.4,-11,11
9,4600,1154,0,0,47.7,2.2,14,-14,0.6,-0.6,-13,12
9,4700,1140,5.2,0.6,47.4,2.1,14,-14,0.6,-0.6,-13,12
9,4800,1126,5.3,0.6,47.1,2,14,-14,0.6,-0.6,-13,12
9,4900,1111,5.7,0.6,46.7,2,14,-14,0.6,-0.6,-13,13
9,5000,1096,6.4,0.6,46.4,1.9,14,-14,0.6,-0.6,-14,13
9,5100,1080,6.6,0.6,46,1.9,14,-14,0.7,-0.7,-14,13
9,5200,1064,7.3,0.7,45.6,1.8,14,-14,0.7,-0.7,-14,13
9,5300,1046,7.5,0.7,45.1,1.8,15,-14,0.7,-0.7,-14,14
9,5400,1027,9,0.7,44.6,1.7,14,-14,0.7,-0.7,-15,14
9,5500,1008,9.6,0.7,44.1,1.7,15,-14,0.7,-0.7,-15,14
9,5600,986,11.2,0.8,43.5,1.6,14,-14,0.8,-0.8,-16,15
9,5700,963,12.6,0.9,42.9,1.6,14,-14,0.8,-0.8,-16,15
9,5800,936,15.6,1,42.1,1.5,14,-14,0.8,-0.8,-16,15
9,5900,905,19.2,1.1,41.1,1.5,14,-14,0.8,-0.8,-16,15
9,6000,867,25.1,1.3,39.9,1.4,14,-13,0.9,-0.5,-16,15
9,6100,799,50.8,2.3,37.6,1.2,13,-13,0.5,-0.9,-16,15
10,5500,1147,3.8,0.5,52.3,2.3,18,-17,0.6,-0.6,-18,17
10,5600,1135,4.2,0.5,52,2.3,18,-17,0.6,-0.6,-18,17
10,5700,1123,4.5,0.5,51.7,2.2,18,-17,0.6,-0.6,-18,17
10,5800,1111,4.6,0.5,51.4,2.2,18,-17,0.7,-0.7,-19,17
10,5900,1098,5,0.6,51.1,2.1,18,-17,0.7,-0.7,-19,18
10,6000,1084,5.3,0.6,50.7,2.1,18,-17,0.7,-0.7,-19,18
10,6100,1071,5.5,0.6,50.4,2,18,-18,1,-0.7,-20,18
10,6200,1056,5.8,0.6,50,2,18,-18,0.7,-0.7,-20,19
10,6300,1041,6.5,0.6,49.5,1.9,18,-18,0.7,-0.7,-20,19
10,6400,1026,7,0.6,49.1,1.9,18,-18,0.8,-0.8,-20,19
10,6500,1009,7.7,0.7,48.6,1.8,18,-18,0.8,-0.8,-21,19
10,6600,991,8.5,0.7,48.1,1.8,18,-18,0.8,-0.8,-21,20
10,6700,972,9.9,0.8,47.5,1.7,18,-17,0.8,-0.8,-21,20
10,6800,951,10.9,0.8,46.8,1.7,18,-17,0.8,-0.8,-21,20
10,6900,928,12.8,0.9,46.1,1.6,18,-17,0.9,-0.9,-22,20
10,7000,902,15.3,1,45.2,1.6,18,-17,0.9,-0.9,-22,21
10,7100,870,19.7,1.2,44.1,1.5,17,-17,0.9,-0.9,-22,21
10,7200,826,30.3,1.6,42.5,1.4,17,-17,0.5,-1,-22,20
11,6400,1155,0,0,57.7,2.6,22,-22,0.6,-0.6,-24,22
11,6500,1145,3.2,0.5,57.5,2.5,22,-22,0.6,-0.6,-24,22
11,6600,1135,3.5,0.5,57.2,2.5,22,-22,0.7,-0.7,-25,23
11,6700,1125,3.5,0.5,57,2.4,22,-22,0.7,-0.7,-25,23
11,6800,1114,3.8,0.5,56.7,2.4,22,-22,0.7,-0.7,-25,23
11,6900,1104,3.7,0.5,56.4,2.3,23,-22,1,-0.7,-26,24
11,7000,1093,4,0.5,56.1,2.3,22,-22,0.7,-0.7,-26,24
11,7100,1081,4,0.5,55.8,2.3,23,-22,1,-0.7,-26,24
11,7200,1070,4.6,0.5,55.4,2.2,22,-22,0.7,-0.7,-27,25
11,7300,1058,4.7,0.5,55.1,2.2,23,-22,1.1,-0.8,-27,25
11,7400,1045,5.2,0.6,54.7,2.1,22,-22,0.8,-0.8,-28,25
11,7500,1032,5.6,0.6,54.3,2.1,22,-22,0.8,-0.8,-28,25
11,7600,1018,6,0.6,53.8,2,22,-22,0.8,-0.8,-28,26
11,7700,1004,6.4,0.6,53.4,2,22,-22,0.8,-0.8,-29,26
11,7800,989,6.8,0.6,52.9,1.9,22,-22,0.8,-0.8,-29,26
11,7900,973,7.5,0.7,52.3,1.9,22,-22,0.9,-0.9,-29,27
11,8000,956,8.5,0.7,51.8,1.9,22,-22,0.9,-0.9,-29,27
11,8100,938,9.6,0.8,51.1,1.8,22,-22,0.9,-0.9,-29,27
11,8200,917,11,0.8,50.4,1.8,22,-22,0.9,-0.9,-30,28
11,8300,895,12.3,0.9,49.5,1.7,22,-21,0.9,-0.9,-30,28
11,8400,868,15.5,1,48.5,1.6,22,-21,1,-1,-30,28
11,8500,834,21.7,1.3,47.2,1.6,21,-21,1,-1,-30,28
11,8600,779,40.5,2.2,44.9,1.4,20,-20,1.1,-1.1,-30,28
12,7600,1149,2.6,0.4,63.5,2.8,28,-27,0.7,-0.7,-33,30
12,7700,1141,2.6,0.4,63.3,2.7,28,-27,1,-0.7,-33,30
12,7800,1132,2.7,0.4,63,2.7,28,-27,0.7,-0.7,-34,30
12,7900,1124,2.7,0.4,62.8,2.7,28,-27,0.7,-0.7,-34,31
12,8000,1115,2.9,0.5,62.5,2.6,28,-27,0.7,-1,-34,31
12,8100,1106,3,0.5,62.2,2.6,28,-28,0.7,-0.7,-35,32
12,8200,1096,3.2,0.5,62,2.5,28,-28,0.7,-0.7,-35,32
12,8300,1087,3.3,0.5,61.7,2.5,28,-28,0.8,-1.1,-35,32
12,8400,1077,3.5,0.5,61.4,2.4,28,-28,0.8,-0.8,-36,33
12,8500,1067,3.6,0.5,61,2.4,28,-28,0.8,-0.8,-36,33
12,8600,1057,4.1,0.5,60.7,2.4,28,-28,0.8,-1.1,-37,33
12,8700,1047,3.9,0.5,60.4,2.3,28,-28,0.8,-0.8,-37,34
12,8800,1036,4.2,0.5,60,2.3,28,-28,0.8,-0.8,-37,34
12,8900,1024,4.3,0.5,59.6,2.2,28,-28,0.8,-0.8,-38,34
12,9000,1013,4.8,0.6,59.2,2.2,28,-28,0.8,-0.8,-38,35
12,9100,1001,4.9,0.6,58.8,2.2,28,-27,0.9,-0.9,-39,35
12,9200,988,5.5,0.6,58.3,2.1,28,-28,0.9,-0.9,-39,36
12,9300,975,5.6,0.6,57.8,2.1,28,-27,1.3,-0.9,-39,36
12,9400,961,6.2,0.6,57.3,2,28,-27,0.9,-0.9,-40,36
12,9500,946,6.8,0.7,56.7,2,27,-27,0.9,-0.9,-40,36
12,9600,930,7.5,0.7,56.1,1.9,28,-27,1.3,-0.9,-40,37
12,9700,913,8.5,0.7,55.4,1.9,27,-27,1,-1,-40,37
12,9800,894,9.8,0.8,54.7,1.8,27,-27,1,-1,-41,37
12,9900,873,11.2,0.9,53.8,1.8,27,-27,1,-1,-41,37
12,10000,848,14.4,1,52.8,1.7,26,-26,1,-1,-41,38
12,10100,817,19.5,1.3,51.4,1.7,26,-26,1.1,-1.1,-41,37
12,10200,769,33.8,2,49.2,1.5,25,-25,1.1,-1.1,-41,37
13,8900,1154,1.9,0.4,70.5,3.1,35,-34,0.7,-1,-44,39
13,9000,1147,1.9,0.4,70.3,3,35,-34,1,-0.7,-44,40
13,9100,1140,2.1,0.4,70,3,35,-34,0.7,-1,-45,40
13,9200,1132,2.1,0.4,69.8,3,35,-34,1,-0.7,-45,41
13,9300,1125,2.1,0.4,69.6,2.9,35,-34,1,-0.7,-46,41
13,9400,1118,2.3,0.4,69.3,2.9,35,-34,0.8,-1,-46,42
13,9500,1110,2.3,0.4,69.1,2.8,35,-34,0.8,-1,-47,42
13,9600,1102,2.4,0.4,68.8,2.8,35,-34,0.8,-0.8,-47,42
13,9700,1095,2.6,0.4,68.6,2.8,35,-34,0.8,-1.1,-48,43
13,9800,1087,2.5,0.4,68.3,2.7,35,-35,0.8,-0.8,-48,43
13,9900,1078,2.7,0.4,68,2.7,35,-35,0.8,-0.8,-49,44
13,10000,1070,2.7,0.4,67.7,2.6,35,-35,1.1,-0.8,-49,44
13,10100,1061,2.9,0.5,67.4,2.6,35,-35,0.8,-1.1,-49,44
13,10200,1053,3,0.5,67.1,2.6,35,-34,1.2,-0.8,-50,45
13,10300,1044,3.2,0.5,66.8,2.5,35,-35,0.8,-0.8,-50,45
13,10400,1035,3.3,0.5,66.5,2.5,35,-34,0.9,-0.9,-51,46
13,10500,1025,3.3,0.5,66.1,2.5,35,-34,0.9,-0.9,-51,46
13,10600,1016,3.7,0.5,65.7,2.4,35,-35,0.9,-1.2,-52,46
13,10700,1006,3.8,0.5,65.3,2.4,35,-35,0.9,-1.2,-52,47
13,10800,995,4.1,0.5,64.9,2.3,35,-35,0.9,-1.3,-52,47
13,10900,985,4.4,0.5,64.5,2.3,35,-35,0.9,-0.9,-53,47
13,11000,974,4.4,0.5,64.1,2.3,35,-34,1.3,-0.9,-53,48
13,11100,962,4.7,0.6,63.6,2.2,34,-34,1,-1,-54,48
13,11200,950,5.2,0.6,63.1,2.2,34,-34,1,-1,-54,48
13,11300,938,5.4,0.6,62.6,2.1,34,-34,1,-1,-54,49
13,11400,924,6.1,0.6,62,2.1,34,-34,1,-1,-55,49
13,11500,910,6.7,0.7,61.4,2.1,34,-34,1,-1,-55,49
13,11600,895,7.4,0.7,60.7,2,34,-33,1,-1,-55,50
13,11700,878,8.2,0.8,60,2,33,-33,1.1,-1.1,-55,50
13,11800,860,9.2,0.8,59.1,1.9,33,-33,1.1,-1.1,-56,50
13,11900,839,11.3,0.9,58.2,1.9,33,-32,1.1,-1.1,-56,50
13,12000,814,14.3,1.1,56.9,1.8,32,-32,1.1,-1.1,-56,51
13,12100,782,19.6,1.4,55.4,1.7,32,-31,1.2,-1.2,-56,51
14,10200,1151,1.6,0.4,76.6,3.3,41,-41,0.7,-1,-56,50
14,10300,1145,1.6,0.4,76.4,3.2,41,-41,1,-0.7,-56,50
14,10400,1138,1.6,0.4,76.2,3.2,41,-41,0.7,-1,-57,50
14,10500,1132,1.6,0.4,76,3.2,42,-41,1,-0.8,-57,51
14,10600,1126,1.8,0.4,75.7,3.1,42,-41,0.8,-1,-58,51
14,10700,1119,1.8,0.4,75.5,3.1,42,-41,0.8,-0.8,-58,52
14,10800,1113,1.8,0.4,75.3,3.1,42,-41,0.8,-1.1,-59,52
14,10900,1106,1.9,0.4,75,3,42,-41,1.1,-0.8,-59,53
14,11000,1099,1.8,0.4,74.8,3,42,-41,1.1,-0.8,-60,53
14,11100,1092,2.1,0.4,74.5,2.9,42,-41,0.8,-1.1,-61,54
14,11200,1086,2.1,0.4,74.3,2.9,42,-41,0.8,-0.8,-61,54
14,11300,1078,2.1,0.4,74,2.9,42,-41,0.8,-1.1,-61,54
14,11400,1071,2.2,0.4,73.8,2.8,42,-41,1.1,-0.8,-62,55
14,11500,1064,2.2,0.4,73.5,2.8,41,-41,0.8,-0.8,-62,56
14,11600,1056,2.2,0.4,73.2,2.8,42,-41,1.2,-0.9,-63,56
14,11700,1049,2.4,0.4,72.9,2.7,42,-41,1.2,-0.9,-63,56
14,11800,1041,2.6,0.4,72.6,2.7,41,-41,0.9,-1.2,-64,57
14,11900,1033,2.6,0.4,72.3,2.7,41,-41,0.9,-1.2,-64,57
14,12000,1025,2.7,0.4,71.9,2.6,42,-41,1.2,-0.9,-65,58
14,12100,1017,2.9,0.5,71.6,2.6,41,-41,0.9,-0.9,-65,58
14,12200,1008,2.9,0.5,71.2,2.6,41,-41,0.9,-0.9,-66,59
14,12300,999,3.2,0.5,70.9,2.5,41,-41,0.9,-0.9,-66,59
14,12400,990,3.2,0.5,70.5,2.5,41,-41,0.9,-0.9,-67,59
14,12500,981,3.4,0.5,70.1,2.5,41,-41,1,-1,-67,60
14,12600,971,3.7,0.5,69.7,2.4,41,-41,1,-1,-68,60
14,12700,961,3.7,0.5,69.2,2.4,41,-41,1,-1,-68,60
14,12800,951,4,0.5,68.8,2.3,41,-40,1,-1,-68,61
14,12900,941,4.2,0.5,68.3,2.3,41,-40,1,-1,-69,61
14,13000,929,4.5,0.6,67.8,2.3,40,-41,1,-1,-69,62
14,13100,918,4.8,0.6,67.3,2.2,40,-40,1,-1,-70,62
14,13200,906,5.1,0.6,66.7,2.2,40,-40,1.4,-1.1,-70,62
14,13300,892,5.7,0.6,66.1,2.2,40,-40,1.1,-1.1,-70,63
14,13400,878,6.4,0.7,65.4,2.1,39,-40,1.1,-1.1,-71,63
14,13500,864,7,0.7,64.7,2.1,39,-39,1.1,-1.1,-71,63
14,13600,847,8.1,0.8,63.8,2,39,-39,1.1,-1.1,-71,64
14,13700,829,9.2,0.8,62.9,2,39,-38,1.2,-1.2,-71,64
14,13800,808,11.4,1,61.8,1.9,38,-38,1.2,-1.2,-72,64
14,13900,782,14.3,1.1,60.4,1.8,37,-37,1.2,-1.2,-72,64
14,14000,745,22.8,1.6,58.4,1.7,36,-36,1.3,-1.3,-71,64
15,11500,1152,1.2,0.3,83,3.5,49,-48,1,-0.7,-69,61
15,11600,1146,1.3,0.4,82.8,3.5,49,-49,0.8,-1,-70,61
15,11700,1141,1.3,0.4,82.6,3.4,49,-49,0.8,-1,-70,61
15,11800,1135,1.2,0.3,82.4,3.4,49,-48,1,-0.8,-71,62
15,11900,1130,1.4,0.4,82.2,3.4,49,-49,0.8,-1,-71,63
15,12000,1124,1.4,0.4,82,3.3,49,-48,1,-0.8,-72,63
15,12100,1118,1.4,0.4,81.8,3.3,49,-49,0.8,-1.1,-72,64
15,12200,1113,1.4,0.4,81.6,3.3,49,-49,1.1,-0.8,-73,64
15,12300,1107,1.6,0.4,81.3,3.2,49,-49,0.8,-1.1,-74,65
15,12400,1101,1.5,0.4,81.1,3.2,49,-49,1.1,-0.8,-74,65
15,12500,1095,1.6,0.4,80.9,3.2,49,-49,1.1,-0.8,-75,66
15,12600,1089,1.6,0.4,80.6,3.1,49,-49,0.8,-1.1,-75,66
15,12700,1083,1.7,0.4,80.4,3.1,49,-49,1.1,-0.8,-76,67
15,12800,1076,1.7,0.4,80.1,3.1,49,-49,1.1,-0.9,-76,67
15,12900,1070,1.8,0.4,79.9,3,49,-49,0.9,-1.1,-77,68
15,13000,1064,1.8,0.4,79.6,3,49,-48,0.9,-1.2,-77,68
15,13100,1057,1.9,0.4,79.3,3,49,-48,0.9,-1.2,-78,69
15,13200,1050,2,0.4,79.1,2.9,49,-48,0.9,-1.2,-78,69
15,13300,1044,2.1,0.4,78.8,2.9,49,-48,0.9,-1.2,-79,69
15,13400,1037,1.9,0.4,78.5,2.9,48,-48,0.9,-0.9,-79,70
15,13500,1030,2.1,0.4,78.2,2.8,48,-48,1.2,-0.9,-80,71
15,13600,1023,2.3,0.4,77.9,2.8,48,-48,0.9,-1.2,-80,71
15,13700,1015,2.3,0.4,77.6,2.8,48,-48,0.9,-0.9,-81,71
15,13800,1008,2.4,0.4,77.2,2.7,48,-48,0.9,-0.9,-81,72
15,13900,1000,2.4,0.4,76.9,2.7,48,-48,1.3,-1,-82,72
15,14000,993,2.4,0.4,76.5,2.7,48,-48,1.3,-1,-83,73
15,14100,985,2.6,0.4,76.2,2.6,48,-48,1,-1,-83,73
15,14200,976,2.8,0.5,75.8,2.6,48,-48,1,-1,-84,74
15,14300,968,2.8,0.5,75.4,2.6,48,-48,1.3,-1,-84,74
15,14400,959,3.1,0.5,75,2.5,48,-47,1,-1,-85,74
15,14500,951,3.1,0.5,74.6,2.5,47,-47,1,-1,-85,75
15,14600,941,3.3,0.5,74.1,2.5,47,-47,1,-1.4,-85,75
15,14700,932,3.4,0.5,73.7,2.4,47,-47,1,-1,-86,76
15,14800,922,3.6,0.5,73.2,2.4,47,-47,1.1,-1.1,-86,76
15,14900,912,3.9,0.5,72.7,2.4,47,-47,1.1,-1.1,-87,77
15,15000,901,4.1,0.5,72.1,2.3,47,-47,1.1,-1.1,-87,77
15,15100,890,4.7,0.6,71.6,2.3,46,-46,1.1,-1.5,-87,77
15,15200,878,4.8,0.6,71,2.2,46,-46,1.1,-1.1,-88,78
15,15300,866,5.1,0.6,70.3,2.2,46,-46,1.5,-1.1,-88,78
15,15400,853,5.8,0.7,69.6,2.2,46,-46,1.2,-1.2,-89,78
15,15500,839,6.2,0.7,68.8,2.1,45,-45,1.2,-1.2,-89,79
15,15600,823,7.4,0.8,68,2.1,45,-45,1.2,-1.2,-89,79
15,15700,805,8.9,0.9,67,2,44,-44,1.2,-1.2,-89,79
15,15800,785,10.2,0.9,65.8,2,43,-44,1.2,-1.2,-89,79
15,15900,761,12.9,1.1,64.4,1.9,43,-43,1.3,-1.3,-89,79
15,16000,723,22.7,1.7,62.2,1.8,42,-42,1.3,-1.3,-89,79
