Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
3,2800,82,-36.1,0,7,0.2,2.1,-0.9,1.2,0,-2.8,3.9
3,3200,95,-32.1,0,8.1,0.2,2.4,-1.2,1.2,0,-3.2,4.3
3,3300,98,-31.1,0,8.3,0.2,2.5,-1.3,1.2,0,-3.3,4.4
3,3400,102,-30.2,0,8.6,0.3,2.5,-1.3,1.2,0,-3.4,4.5
3,3500,105,-29.3,0,8.9,0.3,1.4,-2.6,0,-1.2,-4.7,3.4
3,3800,116,-27.3,0,9.8,0.3,1.7,-2.8,0,-1.2,-6.2,4.9
3,3900,120,-26.6,0,10.1,0.3,3,-1.8,1.2,0,-5.2,6.2
3,4000,123,-25.7,0,10.4,0.3,1.9,-3,0,-1.2,-6.5,5.2
3,4100,127,-25.3,-0.1,10.7,0.3,3.1,-2,1.2,0,-5.5,6.4
3,4200,131,-24.7,-0.1,11,0.3,3.2,-2.1,1.2,0,-5.6,6.6
3,4400,138,-23.4,0,11.6,0.3,2.3,-3.4,0,-1.1,-8.2,6.8
3,4500,142,-23.3,0,11.9,0.3,2.4,-3.5,0,-1.1,-8.3,6.9
3,4600,146,-22.7,0,12.2,0.4,2.5,-3.6,0,-1.1,-8.4,7.1
3,4700,150,-22.1,0,12.5,0.4,2.6,-3.7,0,-1.1,-8.6,7.2
3,4800,154,-21.7,-0.1,12.8,0.4,3.8,-2.7,1.1,0,-7.6,8.4
3,4900,158,-21.2,0,13.1,0.4,4,-2.8,1.1,0,-8.9,8.6
3,5000,163,-21,0,13.5,0.4,3,-4,0,-1.1,-10,8.7
3,5100,167,-20.6,-0.1,13.8,0.4,4.2,-4.1,1.1,0,-9.2,9.9
3,5200,171,-20.3,-0.1,14.1,0.4,4.3,-4.3,0,-1.1,-10,9
3,5300,175,-19.7,0,14.4,0.4,4.4,-4.4,1.1,0,-9.5,10
3,5400,179,-19.6,-0.1,14.7,0.4,4.6,-5.6,0,-1.1,-12,9.3
3,5500,184,-19.2,-0.1,15.1,0.4,5.7,-4.6,1.1,0,-11,12
3,5600,188,-19.1,-0.1,15.4,0.4,4.8,-5.8,0,-1.1,-12,11
3,5700,192,-18.8,-0.1,15.8,0.5,6,-4.9,1.1,-0.1,-11,12
3,5800,197,-18.5,-0.1,16.1,0.5,5.1,-6.1,0.1,-1.1,-12,11
3,5900,202,-18.4,-0.1,16.5,0.5,6.3,-5.2,1.1,-0.1,-13,13
3,6000,206,-17.9,0,16.8,0.5,5.4,-6.3,0.1,-1.1,-14,12
3,6100,211,-17.4,-0.1,17.2,0.5,6.5,-5.5,1,-0.1,-13,13
3,6200,216,-17.4,-0.1,17.5,0.5,6.7,-5.6,1,-0.1,-14,14
3,6300,220,-17.1,-0.1,17.9,0.5,6.8,-5.8,1,-0.1,-14,15
3,6400,225,-16.8,-0.1,18.2,0.5,7,-5.9,1,-0.1,-14,15
3,6500,230,-16.8,-0.1,18.6,0.5,7.1,-6.1,1,-0.1,-15,15
3,6600,235,-16.3,0,19,0.5,6.3,-7.2,0.1,-1,-17,14
3,6700,240,-16.4,-0.1,19.4,0.6,7.5,-6.4,1,-0.1,-16,16
3,6800,245,-15.9,-0.1,19.7,0.6,7.6,-7.6,1,-0.1,-16,16
3,6900,251,-15.9,-0.1,20.1,0.6,7.8,-8.7,0.1,-1,-18,16
3,7000,256,-15.7,-0.1,20.5,0.6,8,-7.9,0.1,-1,-18,17
3,7100,261,-15.5,-0.1,20.9,0.6,9.1,-8.1,1,-0.1,-18,18
3,7200,267,-15.3,-0.1,21.3,0.6,8.3,-9.2,1,-1,-19,17
3,7300,272,-15.4,-0.1,21.7,0.6,8.5,-9.3,1,-1,-20,18
3,7400,278,-15.5,-0.1,22.1,0.6,9.6,-8.6,1,-1,-19,19
3,7500,284,-15,-0.1,22.5,0.6,9.8,-8.8,1,-1,-20,19
3,7600,290,-14.8,-0.1,22.9,0.7,9.1,-9.9,1,-1,-21,20
3,7700,296,-14.7,-0.1,23.3,0.7,9.3,-10,1,-1.8,-22,20
3,7800,302,-14.5,-0.1,23.7,0.7,9.5,-10,1,-1,-23,20
3,7900,308,-14.3,-0.1,24.2,0.7,9.7,-10,1,-1.8,-23,21
3,8000,314,-14.4,-0.1,24.6,0.7,9.9,-11,0.9,-0.9,-23,21
3,8100,321,-14.3,-0.1,25.1,0.7,11,-11,1.8,-0.9,-23,22
3,8200,327,-14.4,-0.1,25.5,0.7,11,-12,0.9,-1.8,-24,22
3,8300,334,-14,-0.1,26,0.7,12,-11,1.8,-0.9,-25,23
3,8400,341,-14.4,-0.2,26.5,0.8,12,-12,1.8,-0.9,-25,24
3,8500,348,-14.2,-0.2,26.9,0.8,13,-12,1.7,-0.9,-26,24
3,8600,355,-13.8,-0.1,27.4,0.8,12,-13,0.9,-1.7,-27,25
3,8700,362,-14,-0.1,27.9,0.8,13,-12,1.7,-0.9,-27,26
3,8800,370,-14.3,-0.2,28.4,0.8,13,-13,0.9,-1.7,-28,26
3,8900,378,-14,-0.2,29,0.8,14,-13,1.7,-0.9,-28,27
3,9000,386,-14.3,-0.2,29.5,0.8,13,-14,0.9,-1.7,-29,27
3,9100,394,-14,-0.2,30,0.9,14,-15,0.9,-1.7,-30,27
3,9200,402,-13.9,-0.2,30.5,0.9,14,-15,0.9,-1.6,-30,28
3,9300,411,-14.1,-0.2,31.1,0.9,16,-15,1.6,-0.9,-31,29
3,9400,420,-13.7,-0.2,31.7,0.9,15,-16,0.9,-1.6,-32,29
3,9500,429,-14.1,-0.2,32.3,0.9,15,-16,0.9,-1.6,-32,29
3,9600,439,-14,-0.2,32.9,0.9,16,-16,1.6,-0.9,-33,31
3,9700,449,-14.2,-0.2,33.6,1,17,-16,1.6,-0.9,-34,32
3,9800,459,-15,-0.3,34.2,1,17,-17,1.6,-0.8,-34,32
3,9900,470,-15.1,-0.3,34.9,1,17,-18,0.8,-1.5,-35,32
3,10000,482,-15.1,-0.3,35.6,1,18,-18,1.5,-0.8,-36,33
3,10100,494,-15.3,-0.3,36.3,1,18,-19,0.8,-1.5,-37,34
3,10200,507,-15.8,-0.3,37.1,1.1,19,-19,0.8,-1.5,-38,34
3,10300,521,-16.3,-0.4,38,1.1,19,-20,0.8,-1.5,-39,35
3,10400,535,-16.6,-0.4,38.8,1.1,21,-20,1.5,-0.8,-39,36
3,10500,552,-18,-0.5,39.8,1.2,21,-20,1.4,-0.8,-40,37
3,10600,571,-19.5,-0.6,40.9,1.2,21,-22,0.8,-1.4,-41,37
3,10700,591,-21.6,-0.7,42.1,1.2,22,-22,0.8,-1.4,-42,38
3,10800,617,-24.1,-0.8,43.5,1.3,23,-23,0.8,-1.3,-43,39
3,10900,651,-31.8,-1.2,45.4,1.4,24,-24,1.3,-0.7,-44,41
4,2100,38,-38.9,0,4.1,0.1,0.4,-0.4,1.6,0,-0.9,2.4
4,3000,56,-32.6,0,6,0.2,2.4,-0.8,1.5,0,-3.3,4.7
4,3400,65,-29.8,0,6.9,0.2,1.1,-2.6,0,-1.5,-5.2,3.6
4,3600,69,-28.4,0,7.3,0.2,2.7,-1.2,1.5,0,-3.9,5.3
4,3700,72,-27.7,0,7.6,0.2,2.7,-1.3,1.5,0,-4.1,5.4
4,3800,74,-27,0,7.8,0.2,1.4,-2.8,0,-1.5,-5.7,4.1
4,3900,76,-26.3,0,8,0.2,1.4,-2.9,0,-1.5,-5.8,5.6
4,4000,79,-25.7,0,8.3,0.2,2.9,-1.5,1.5,0,-5.9,5.8
4,4100,81,-25,0,8.5,0.2,1.6,-3,0,-1.5,-7.5,5.9
4,4200,83,-24.4,0,8.7,0.3,1.7,-3.1,0,-1.4,-7.6,6
4,4300,86,-23.9,0,9,0.3,1.7,-3.1,0,-1.4,-7.8,6.1
4,4400,88,-23.3,0,9.2,0.3,1.8,-3.2,0,-1.4,-7.9,6.3
4,4500,90,-22.8,0,9.4,0.3,1.9,-3.3,0,-1.4,-8,6.4
4,4600,93,-22.2,0,9.7,0.3,3.4,-2,1.4,0,-6.8,7.9
4,4700,95,-21.8,0,9.9,0.3,2.1,-3.4,0,-1.4,-8.3,6.7
4,4800,98,-21.4,0,10.2,0.3,3.5,-2.2,1.4,0,-8.5,9.5
4,4900,100,-21.2,0,10.4,0.3,3.6,-2.2,1.4,0,-8.6,9.7
4,5000,103,-20.6,0,10.7,0.3,2.4,-3.7,0,-1.4,-10,8.5
4,5100,105,-20.1,0,10.9,0.3,2.5,-3.8,0,-1.4,-10,8.6
4,5200,108,-19.8,0,11.2,0.3,3.9,-2.5,1.4,0,-9.1,10
4,5300,111,-19.4,0,11.4,0.3,2.7,-4,0,-1.4,-11,8.9
4,5400,113,-19.2,0,11.7,0.3,4.1,-2.7,1.4,0,-11,10
4,5500,116,-18.7,0,12,0.3,4.2,-2.8,1.4,0,-11,11
4,5600,119,-18.5,0,12.2,0.4,4.3,-3,1.3,0,-11,12
4,5700,121,-18.1,0,12.5,0.4,3.1,-4.4,0,-1.3,-13,11
4,5800,124,-17.9,0,12.7,0.4,3.2,-4.5,0.1,-1.3,-13,11
4,5900,127,-17.6,0,13,0.4,3.3,-4.6,0.1,-1.3,-13,11
4,6000,130,-17.3,0,13.3,0.4,3.5,-4.7,0.1,-1.3,-14,13
4,6100,132,-17.1,-0.1,13.5,0.4,4.8,-4.8,1.3,-0.1,-13,14
4,6200,135,-16.8,0,13.8,0.4,4.9,-4.9,0.1,-1.3,-15,13
4,6300,138,-16.5,0,14.1,0.4,5.1,-5,0.1,-1.3,-15,13
4,6400,141,-16.1,0,14.3,0.4,5.2,-5.1,0.1,-1.3,-15,13
4,6500,144,-16,-0.1,14.6,0.4,6.5,-5.3,1.3,-0.1,-15,15
4,6600,147,-15.8,0,14.9,0.4,6.6,-5.4,1.3,-0.1,-15,16
4,6700,150,-15.6,0,15.2,0.4,6.8,-5.5,1.3,-0.1,-16,16
4,6800,153,-15.4,0,15.5,0.4,6.9,-5.6,1.3,-0.1,-16,16
4,6900,156,-15.4,-0.1,15.8,0.5,7,-5.8,1.3,-0.1,-17,16
4,7000,159,-14.9,0,16,0.5,5.9,-7.1,0.1,-1.3,-19,17
4,7100,162,-14.7,0,16.3,0.5,6.1,-7.2,0.1,-1.3,-19,17
4,7200,165,-14.5,0,16.6,0.5,7.4,-6.2,1.2,-0.1,-18,18
4,7300,169,-14.4,0,16.9,0.5,7.5,-6.3,1.2,-0.1,-19,18
4,7400,172,-14.4,-0.1,17.2,0.5,7.7,-6.5,1.2,-0.1,-19,19
4,7500,175,-14.1,0,17.5,0.5,6.7,-7.8,0.1,-1.2,-21,19
4,7600,178,-13.8,0,17.8,0.5,6.8,-7.9,0.1,-1.2,-21,19
4,7700,182,-13.8,-0.1,18.1,0.5,8.1,-6.9,1.2,-0.1,-21,20
4,7800,185,-13.6,0,18.4,0.5,7.1,-8.2,0.1,-1.2,-22,20
4,7900,189,-13.5,0,18.8,0.5,8.4,-7.2,1.2,-0.1,-22,22
4,8000,192,-13.5,-0.1,19.1,0.5,7.4,-8.5,0.1,-1.2,-23,21
4,8100,196,-13.1,0,19.4,0.5,8.7,-7.5,1.2,-0.1,-23,22
4,8200,199,-13,-0.1,19.7,0.6,8.9,-7.7,1.2,-0.1,-23,23
4,8300,203,-12.9,-0.1,20,0.6,9,-7.9,1.2,-0.1,-24,23
4,8400,206,-12.5,0,20.3,0.6,9.2,-9.1,0.1,-1.2,-26,23
4,8500,210,-12.9,-0.1,20.7,0.6,9.3,-9.3,0.1,-1.2,-26,24
4,8600,214,-12.4,0,21,0.6,9.5,-11,0.1,-1.2,-26,24
4,8700,218,-12.7,-0.1,21.3,0.6,9.7,-11,0.1,-1.2,-28,24
4,8800,222,-12.2,-0.1,21.7,0.6,11,-9.8,1.2,-0.1,-27,25
4,8900,226,-12.2,-0.1,22,0.6,10,-11,1.2,-1.2,-28,26
4,9000,229,-11.9,0,22.3,0.6,10,-11,1.1,-1.1,-29,26
4,9100,233,-12,-0.1,22.7,0.6,11,-10,1.1,-1.1,-28,27
4,9200,237,-11.9,-0.1,23,0.6,11,-12,1.1,-1.1,-30,27
4,9300,242,-11.7,0,23.4,0.7,11,-12,1.1,-1.1,-31,27
4,9400,246,-11.6,0,23.7,0.7,11,-12,1.1,-1.1,-31,29
4,9500,250,-11.5,-0.1,24.1,0.7,11,-12,1.1,-1.1,-32,29
4,9600,254,-11.4,-0.1,24.5,0.7,12,-11,2.1,-1.1,-32,30
4,9700,259,-11.7,-0.1,24.8,0.7,12,-13,1.1,-1.1,-33,30
4,9800,263,-11.4,-0.1,25.2,0.7,13,-12,2.1,-1.1,-33,31
4,9900,267,-11.3,-0.1,25.6,0.7,12,-13,1.1,-2.1,-34,30
4,10000,272,-11.4,-0.1,26,0.7,13,-13,1.1,-1.1,-35,33
4,10100,277,-11.1,-0.1,26.4,0.7,14,-13,2,-1.1,-35,33
4,10200,281,-11,-0.1,26.7,0.7,14,-15,1.1,-2,-36,33
4,10300,286,-10.9,-0.1,27.1,0.8,14,-15,1.1,-2,-37,33
4,10400,291,-11,-0.1,27.6,0.8,15,-14,2,-1.1,-37,35
4,10500,296,-11,-0.1,28,0.8,15,-14,2,-1.1,-38,35
4,10600,301,-10.8,-0.1,28.3,0.8,15,-15,1.1,-2,-39,35
4,10700,306,-10.6,-0.1,28.8,0.8,15,-16,1.1,-2,-40,36
4,10800,311,-10.9,-0.1,29.2,0.8,16,-15,2,-1.1,-39,37
4,10900,317,-11,-0.1,29.6,0.8,15,-16,1.1,-1.9,-41,37
4,11000,322,-10.9,-0.1,30.1,0.8,16,-16,1,-1.9,-41,37
4,11100,328,-10.9,-0.1,30.5,0.8,16,-17,1,-1.9,-43,38
4,11200,333,-10.8,-0.1,31,0.9,17,-17,1.9,-1,-43,39
4,11300,339,-10.5,-0.1,31.4,0.9,18,-17,1.9,-1,-43,40
4,11400,345,-10.6,-0.1,31.9,0.9,18,-17,1.9,-1,-44,41
4,11500,351,-10.6,-0.1,32.3,0.9,19,-18,1.9,-1,-44,42
4,11600,357,-10.5,-0.1,32.8,0.9,18,-19,1,-1.9,-46,42
4,11700,364,-10.9,-0.2,33.3,0.9,19,-18,1.8,-1,-47,43
4,11800,370,-10.8,-0.2,33.8,0.9,19,-19,1,-1.8,-48,43
4,11900,377,-10.8,-0.2,34.3,1,20,-19,1.8,-1,-48,44
4,12000,384,-10.9,-0.2,34.9,1,20,-19,1.8,-1,-49,45
4,12100,390,-10.6,-0.2,35.4,1,21,-20,1.8,-1,-49,46
4,12200,397,-10.8,-0.2,35.9,1,21,-21,1,-1.8,-51,46
4,12300,405,-10.8,-0.2,36.5,1,22,-21,1.8,-1,-51,47
4,12400,413,-10.9,-0.2,37,1,21,-22,1,-1.7,-53,47
4,12500,420,-10.9,-0.2,37.6,1,22,-22,1,-1.7,-53,48
4,12600,428,-11.1,-0.2,38.2,1.1,23,-22,1.7,-1,-53,49
4,12700,437,-11,-0.2,38.8,1.1,23,-22,1.7,-1,-54,50
4,12800,446,-11.4,-0.3,39.5,1.1,23,-23,1.7,-1,-55,51
4,12900,455,-11.6,-0.3,40.1,1.1,25,-24,1.7,-0.9,-56,52
4,13000,464,-11.4,-0.2,40.8,1.1,24,-25,0.9,-1.7,-58,52
4,13100,475,-12.1,-0.3,41.5,1.2,25,-25,0.9,-1.6,-59,53
4,13200,485,-12.3,-0.3,42.3,1.2,25,-26,0.9,-1.6,-60,53
4,13300,497,-12.5,-0.3,43.1,1.2,26,-26,0.9,-1.6,-60,54
4,13400,509,-12.7,-0.3,43.9,1.2,27,-27,0.9,-1.6,-61,55
4,13500,522,-13.5,-0.4,44.8,1.3,28,-27,1.6,-0.9,-62,56
4,13600,536,-14.2,-0.4,45.7,1.3,28,-28,0.9,-1.5,-64,56
4,13700,552,-15.5,-0.5,46.8,1.3,28,-29,0.9,-1.5,-64,58
4,13800,570,-16.8,-0.6,48,1.4,30,-30,1.5,-0.9,-65,59
4,13900,590,-18.7,-0.7,49.3,1.4,30,-31,0.9,-1.5,-67,60
4,14000,617,-22.9,-1,51,1.5,32,-31,1.4,-0.8,-68,61
4,14100,662,-37.8,-1.9,53.7,1.6,34,-33,1.4,-0.8,-70,63
