Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
1,1450,1188,13.8,0.9,26.8,1.3,2.9,-2.6,0.2,-0.3,-1.4,1.4
1,1500,1169,14.7,0.9,26.6,1.3,2.9,-2.6,0.2,-0.4,-1.5,1.3
1,1550,1150,15.7,0.9,26.4,1.2,3.1,-2.7,0.4,-0.2,-1.4,1.5
1,1600,1129,17.8,1,26.1,1.2,2.9,-2.7,0.2,-0.2,-1.6,1.6
1,1650,1107,19.5,1,25.8,1.1,3,-2.7,0.2,-0.2,-1.7,1.5
1,1700,1084,21.8,1.1,25.5,1.1,3,-2.7,0.2,-0.2,-1.8,1.5
1,1750,1059,24.9,1.1,25.2,1,3,-2.8,0.2,-0.2,-1.9,1.6
1,1800,1032,27.5,1.2,24.8,1,3.2,-2.8,0.5,-0.2,-1.7,1.9
1,1850,1001,33.5,1.3,24.3,1,3,-2.8,0.2,-0.2,-1.8,1.7
1,1900,966,40.6,1.5,23.7,0.9,3,-2.8,0.3,-0.3,-1.8,1.8
1,1950,921,54.1,1.8,23,0.9,3,-2.8,0.3,-0.3,-1.9,1.6
1,2000,854,84,2.4,21.8,0.8,2.9,-2.7,0.3,-0.3,-1.7,2
2,700,1505,1.1,0.5,40.3,6.8,5,-4.8,0.1,-0.1,-1.2,1.1
2,750,1498,1.3,0.5,40.2,6.4,5,-4.8,0.1,-0.1,-1.3,1.2
2,800,1491,1.3,0.5,40.2,6,5.1,-4.8,0.1,-0.1,-1.3,1.3
2,850,1484,1.3,0.5,40.2,5.6,5.2,-4.8,0.1,-0.1,-1.5,1.4
2,900,1477,1.4,0.5,40.2,5.3,5.2,-4.9,0.1,-0.1,-1.5,1.4
2,950,1470,1.5,0.5,40.1,5,5.3,-4.9,0.1,-0.1,-1.6,1.5
2,1000,1463,1.6,0.5,40.1,4.8,5.3,-4.9,0.2,-0.2,-1.6,1.6
2,1050,1456,1.7,0.5,40,4.6,5.3,-5,0.1,-0.2,-1.8,1.7
2,1100,1449,1.8,0.5,40,4.4,5.4,-5.1,0.2,-0.2,-1.9,1.8
2,1150,1442,1.9,0.5,40,4.2,5.4,-5.1,0.1,-0.2,-2,1.9
2,1200,1435,2,0.5,39.9,4,5.5,-5.1,0.2,-0.2,-2,2
2,1250,1428,2.1,0.5,39.9,3.9,5.5,-5.2,0.2,-0.2,-2.1,2
2,1300,1420,2.2,0.5,39.8,3.7,5.6,-5.2,0.2,-0.2,-2.2,2.1
2,1350,1413,2.3,0.5,39.8,3.6,5.6,-5.3,0.2,-0.2,-2.3,2.2
2,1400,1406,2.4,0.5,39.7,3.5,5.7,-5.3,0.2,-0.2,-2.4,2.3
2,1450,1398,2.6,0.6,39.7,3.4,5.7,-5.3,0.2,-0.2,-2.6,2.4
2,1500,1391,2.6,0.5,39.6,3.2,5.8,-5.4,0.2,-0.2,-2.5,2.5
2,1550,1383,2.8,0.6,39.5,3.1,5.9,-5.4,0.2,-0.2,-2.6,2.6
2,1600,1376,2.9,0.6,39.5,3,5.8,-5.4,0.3,-0.3,-2.8,2.6
2,1650,1368,3,0.6,39.4,3,6,-5.6,0.3,-0.3,-2.9,2.7
2,1700,1360,3.1,0.6,39.3,2.9,6,-5.5,0.3,-0.3,-2.9,2.8
2,1750,1353,3.2,0.6,39.3,2.8,6.1,-5.6,0.3,-0.3,-3,2.9
2,1800,1345,3.5,0.6,39.2,2.7,6.1,-5.7,0.3,-0.3,-3.1,3
2,1850,1337,3.4,0.6,39.1,2.6,6.2,-5.6,0.3,-0.2,-3.2,3.1
2,1900,1329,3.6,0.6,39,2.6,6.2,-5.7,0.3,-0.3,-3.3,3.2
2,1950,1321,3.8,0.6,39,2.5,6.3,-5.7,0.3,-0.3,-3.4,3.3
2,2000,1313,4,0.6,38.9,2.5,6.3,-5.9,0.2,-0.3,-3.5,3.2
2,2050,1305,4.2,0.6,38.8,2.4,6.3,-6,0.3,-0.3,-3.6,3.5
2,2100,1296,4.3,0.6,38.7,2.3,6.4,-6,0.3,-0.3,-3.7,3.4
2,2150,1288,4.6,0.6,38.6,2.3,6.4,-6,0.2,-0.3,-3.8,3.5
2,2200,1279,4.8,0.6,38.5,2.2,6.5,-6.1,0.4,-0.4,-3.9,3.6
2,2250,1271,4.8,0.6,38.4,2.2,6.5,-6.1,0.4,-0.4,-4,3.9
2,2300,1262,5.2,0.6,38.3,2.1,6.5,-6.2,0.2,-0.4,-4.1,3.8
2,2350,1253,5.1,0.6,38.2,2.1,6.8,-6.2,0.4,-0.2,-4,4.1
2,2400,1244,5.5,0.6,38,2,6.6,-6.4,0.2,-0.4,-4.3,4
2,2450,1235,5.6,0.6,37.9,2,6.8,-6.3,0.4,-0.4,-4.4,4.1
2,2500,1226,6,0.6,37.8,2,6.7,-6.5,0.4,-0.4,-4.5,4.2
2,2550,1216,6.1,0.6,37.6,1.9,6.9,-6.6,0.4,-0.4,-4.6,4.3
2,2600,1207,6.3,0.6,37.5,1.9,7,-6.4,0.4,-0.4,-4.5,4.4
2,2650,1197,6.7,0.7,37.4,1.8,7,-6.6,0.4,-0.4,-4.8,4.5
2,2700,1187,7.1,0.7,37.2,1.8,7,-6.7,0.4,-0.4,-4.7,4.6
2,2750,1177,7.4,0.7,37.1,1.8,7.1,-6.5,0.5,-0.2,-4.8,4.7
2,2800,1167,7.8,0.7,36.9,1.7,7.1,-6.5,0.5,-0.5,-4.9,4.8
2,2850,1156,8,0.7,36.7,1.7,7.2,-6.5,0.5,-0.2,-5,4.9
2,2900,1145,8.8,0.7,36.5,1.7,7.2,-6.8,0.3,-0.5,-5.1,4.8
2,2950,1134,9,0.7,36.3,1.6,7.2,-6.8,0.5,-0.5,-5.2,5.1
2,3000,1122,9.5,0.7,36.1,1.6,7.2,-6.9,0.5,-0.5,-5.4,5.2
2,3050,1111,10.1,0.8,35.9,1.6,7.3,-6.9,0.5,-0.3,-5.5,5.3
2,3100,1098,10.7,0.8,35.7,1.5,7.3,-6.9,0.5,-0.5,-5.6,5.2
2,3150,1086,11.6,0.8,35.5,1.5,7.3,-7,0.5,-0.5,-5.7,5.3
2,3200,1073,11.8,0.8,35.2,1.5,7.6,-7,0.6,-0.3,-5.6,5.7
2,3250,1059,12.9,0.8,35,1.4,7.3,-7,0.3,-0.6,-6,5.5
2,3300,1045,14.4,0.9,34.7,1.4,7.4,-7,0.6,-0.6,-5.8,5.6
2,3350,1030,15.1,0.9,34.4,1.4,7.4,-7,0.6,-0.6,-5.9,5.7
2,3400,1014,16.3,0.9,34,1.3,7.4,-7,0.6,-0.6,-6,5.9
2,3450,997,18.4,1,33.7,1.3,7.4,-7,0.6,-0.6,-6.2,5.7
2,3500,978,20.2,1.1,33.3,1.3,7.4,-7,0.6,-0.6,-6.3,5.8
2,3550,958,23,1.1,32.8,1.2,7.3,-7,0.7,-0.3,-6.1,5.9
2,3600,935,27,1.3,32.3,1.2,7.3,-7,0.4,-0.7,-6.3,6.1
2,3650,909,31.7,1.4,31.7,1.1,7.2,-7,0.4,-0.7,-6.4,6.2
2,3700,876,41.5,1.7,30.9,1.1,7.2,-6.9,0.4,-0.7,-6.6,6
2,3750,827,63.8,2.3,29.6,1,6.6,-6.7,0.4,-0.8,-6.4,5.9
