Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
4,6200,992,9.1,0.7,46.4,1.7,17,-16,0.7,-0.8,-18,18
4,6300,971,10.6,0.8,45.8,1.7,17,-16,0.7,-0.8,-19,18
4,6400,949,12.2,0.9,45.1,1.6,16,-16,0.8,-0.8,-19,18
4,6500,924,14.6,1,44.3,1.6,16,-16,0.8,-0.8,-19,18
4,6600,894,17.7,1.1,43.3,1.5,16,-16,0.9,-0.8,-19,18
4,6700,857,24.7,1.4,42.1,1.4,16,-16,0.5,-0.9,-20,18
4,6800,795,47.4,2.2,39.9,1.3,15,-15,0.5,-1,-20,18
5,5600,1208,-,-,57.7,2.8,21,-20,0.6,-0.6,-20,19
5,5700,1199,2.5,0.4,57.5,2.8,21,-20,0.6,-0.6,-21,19
5,5800,1190,2.8,0.5,57.3,2.7,21,-20,0.6,-0.6,-21,20
5,5900,1181,2.8,0.5,57.1,2.7,21,-20,0.6,-0.6,-21,20
5,6000,1171,3.1,0.5,56.9,2.6,21,-21,0.6,-0.9,-22,20
5,6100,1161,3.1,0.5,56.6,2.5,21,-21,0.6,-0.6,-22,21
5,6200,1151,3.2,0.5,56.4,2.5,21,-21,0.9,-0.6,-22,21
5,6300,1141,3.5,0.5,56.1,2.5,21,-21,0.6,-0.6,-23,21
5,6400,1131,3.6,0.5,55.9,2.4,21,-21,0.7,-0.7,-23,21
5,6500,1120,3.8,0.5,55.6,2.4,21,-21,0.7,-0.7,-24,21
5,6600,1109,4.1,0.5,55.3,2.3,21,-21,0.7,-1,-24,22
5,6700,1098,4.2,0.5,55,2.3,21,-21,0.7,-0.7,-24,22
5,6800,1086,4.3,0.5,54.7,2.2,21,-21,0.7,-0.7,-24,23
5,6900,1074,4.6,0.5,54.3,2.2,21,-21,0.7,-0.7,-25,23
5,7000,1062,5,0.6,54,2.1,21,-21,0.7,-0.7,-25,23
5,7100,1049,5.3,0.6,53.6,2.1,21,-21,0.8,-0.6,-26,24
5,7200,1035,5.7,0.6,53.2,2.1,21,-21,0.8,-0.8,-26,24
5,7300,1021,6.1,0.6,52.8,2,21,-21,0.8,-0.8,-26,24
5,7400,1007,6.7,0.6,52.3,2,21,-21,0.8,-0.8,-26,25
5,7500,991,7.2,0.7,51.8,1.9,21,-21,0.8,-0.8,-27,25
5,7600,975,7.9,0.7,51.3,1.9,21,-21,0.8,-0.8,-27,25
5,7700,957,9,0.7,50.6,1.8,21,-21,0.9,-0.9,-27,26
5,7800,938,9.8,0.8,50,1.8,21,-21,0.9,-0.9,-27,26
5,7900,916,11.6,0.9,49.2,1.7,21,-21,0.9,-0.9,-28,26
5,8000,892,13.8,1,48.4,1.7,21,-20,0.9,-1,-28,26
5,8100,864,16.9,1.1,47.3,1.6,21,-20,1,-1,-28,26
5,8200,827,24.4,1.4,45.9,1.5,20,-19,1,-1,-28,26
6,6900,1204,2,0.4,64.9,3.1,27,-27,0.6,-0.8,-30,27
6,7000,1196,2,0.4,64.8,3.1,27,-27,0.6,-0.6,-30,27
6,7100,1189,2.2,0.4,64.6,3,27,-27,0.6,-0.9,-30,28
6,7200,1181,2.2,0.4,64.4,3,28,-27,0.6,-0.9,-31,29
6,7300,1173,2.3,0.4,64.2,2.9,28,-27,0.6,-0.6,-31,29
6,7400,1165,2.3,0.4,63.9,2.9,28,-27,0.7,-0.7,-32,29
6,7500,1157,2.3,0.4,63.7,2.8,28,-27,0.7,-0.7,-32,29
6,7600,1149,2.6,0.4,63.5,2.8,28,-27,0.7,-0.9,-33,30
6,7700,1141,2.6,0.4,63.3,2.7,28,-27,0.7,-0.7,-33,30
6,7800,1132,2.7,0.4,63,2.7,28,-27,0.7,-1,-34,30
6,7900,1123,2.9,0.5,62.8,2.7,28,-27,0.7,-0.7,-34,31
6,8000,1114,2.9,0.5,62.5,2.6,28,-27,0.7,-1,-34,31
6,8100,1105,3,0.5,62.2,2.6,28,-27,0.7,-0.7,-34,32
6,8200,1096,3.2,0.5,61.9,2.5,28,-27,0.7,-0.7,-35,32
6,8300,1087,3.3,0.5,61.7,2.5,28,-28,1.1,-0.8,-35,32
6,8400,1073,3.6,0.5,61.3,2.4,28,-28,0.8,-0.8,-36,33
6,8500,1067,3.6,0.5,61,2.4,28,-28,0.8,-0.8,-36,33
6,8600,1057,3.7,0.5,60.7,2.4,28,-28,0.8,-0.8,-37,33
6,8700,1046,4,0.5,60.3,2.3,28,-28,0.8,-0.8,-37,34
6,8800,1035,4.3,0.5,60,2.3,28,-28,0.8,-0.8,-37,34
6,8900,1024,4.3,0.5,59.6,2.2,28,-28,0.8,-0.8,-38,34
6,9000,1012,4.8,0.6,59.2,2.2,28,-28,0.8,-0.8,-38,35
6,9100,1000,5.2,0.6,58.7,2.2,28,-28,0.9,-0.9,-39,36
6,9200,988,5.5,0.6,58.3,2.1,28,-27,0.9,-0.9,-39,36
6,9300,974,6.1,0.6,57.8,2.1,28,-28,0.9,-1.3,-39,36
6,9400,960,6.5,0.6,57.3,2,28,-28,0.9,-0.9,-40,36
6,9500,946,6.9,0.7,56.7,2,28,-27,0.9,-0.9,-40,36
6,9600,930,7.5,0.7,56.1,1.9,28,-27,0.9,-0.9,-40,37
6,9700,912,8.5,0.7,55.4,1.9,27,-27,1,-1,-41,37
6,9800,893,10.1,0.8,54.7,1.8,27,-27,1.1,-1,-41,37
6,9900,872,11.5,0.9,53.8,1.8,27,-27,1,-1,-41,37
6,10000,848,13.9,1,52.7,1.7,26,-26,1.1,-1.1,-41,37
6,10100,817,18.9,1.3,51.4,1.7,26,-26,1.1,-1.1,-41,37
6,10200,767,34.5,2,49.1,1.5,25,-25,1.1,-1.1,-41,37
