Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
1,3500,1222,4.1,0.5,45.1,2.3,11,-11,0.5,-0.5,-8.4,7.9
1,3600,1208,4.5,0.6,44.9,2.2,11,-11,0.5,-0.5,-8.7,8.2
1,3700,1194,4.6,0.6,44.6,2.2,11,-11,0.5,-0.5,-8.8,8.5
1,3800,1180,5,0.6,44.4,2.1,11,-11,0.5,-0.5,-9.1,8.7
1,3900,1165,5.5,0.6,44.1,2,11,-11,0.5,-0.5,-9.4,9
1,4000,1149,5.9,0.6,43.8,2,11,-11,0.5,-0.5,-9.6,9.3
1,4100,1133,6.3,0.6,43.5,1.9,11,-11,0.6,-0.6,-9.9,9.3
1,4200,1116,6.5,0.6,43.1,1.9,12,-11,0.6,-0.6,-10,9.6
1,4300,1099,7.3,0.7,42.7,1.8,11,-11,0.6,-0.6,-11,9.9
1,4400,1080,7.9,0.7,42.3,1.8,12,-11,0.6,-0.6,-11,10
1,4500,1061,8.8,0.7,41.9,1.7,12,-11,0.6,-0.6,-11,10
1,4600,1040,9.7,0.7,41.4,1.6,12,-11,0.7,-0.7,-11,10
1,4700,1018,11,0.8,40.9,1.6,12,-11,0.7,-0.7,-11,11
1,4800,994,12.5,0.8,40.3,1.5,12,-11,0.7,-0.7,-12,11
1,4900,968,14.9,0.9,39.6,1.5,12,-11,0.7,-0.7,-12,11
1,5000,937,18.2,1,38.7,1.4,11,-11,0.8,-0.8,-12,11
1,5100,900,23.5,1.2,37.7,1.3,11,-11,0.8,-0.8,-12,11
1,5200,847,37.5,1.7,36.1,1.2,11,-11,0.5,-0.9,-12,12
2,3700,1274,2.6,0.5,50.7,2.9,13,-13,0.4,-0.4,-10,9.8
2,3800,1263,2.7,0.5,50.5,2.8,14,-13,0.4,-0.4,-11,10
2,3900,1252,3,0.5,50.3,2.7,14,-13,0.5,-0.5,-11,10
2,4000,1241,3.1,0.5,50.1,2.6,14,-13,0.5,-0.5,-11,11
2,4100,1230,3.2,0.5,49.9,2.6,14,-13,0.5,-0.5,-11,11
2,4200,1219,3.5,0.5,49.7,2.5,14,-14,0.5,-0.5,-12,11
2,4300,1207,3.6,0.5,49.5,2.4,14,-14,0.5,-0.5,-12,11
2,4400,1195,3.9,0.5,49.3,2.4,14,-14,0.5,-0.5,-12,12
2,4500,1183,4,0.5,49,2.3,14,-14,0.5,-0.5,-13,12
2,4600,1171,4.4,0.5,48.8,2.3,14,-14,0.6,-0.6,-13,12
2,4700,1158,4.4,0.5,48.5,2.2,14,-14,0.6,-0.6,-13,13
2,4800,1145,4.8,0.6,48.2,2.2,15,-14,0.6,-0.6,-14,13
2,4900,1131,5.2,0.6,47.9,2.1,15,-14,0.6,-0.6,-14,13
2,5000,1117,5.3,0.6,47.6,2,15,-14,0.6,-0.6,-14,13
2,5100,1102,6,0.6,47.3,2,15,-14,0.6,-0.6,-15,13
2,5200,1088,6.2,0.6,46.9,1.9,15,-14,0.7,-0.7,-15,14
2,5300,1072,6.6,0.6,46.5,1.9,15,-14,0.7,-0.7,-15,14
2,5400,1055,7.4,0.7,46.1,1.8,15,-14,0.7,-0.7,-15,14
2,5500,1038,8.1,0.7,45.6,1.8,15,-14,0.7,-0.7,-15,15
2,5600,1019,9,0.7,45.1,1.7,15,-14,0.7,-0.7,-16,15
2,5700,999,9.9,0.8,44.6,1.7,15,-14,0.7,-0.7,-16,15
2,5800,978,11.2,0.8,44,1.6,15,-14,0.8,-0.8,-16,15
2,5900,954,13,0.9,43.3,1.6,15,-14,0.8,-0.8,-17,16
2,6000,927,15.5,1,42.5,1.5,15,-14,0.8,-0.8,-17,16
2,6100,895,19.5,1.1,41.5,1.5,14,-14,0.9,-0.9,-17,16
2,6200,854,27.8,1.4,40.1,1.4,14,-14,0.9,-0.9,-17,16
3,4600,1279,0,0,57.9,3.3,19,-18,0.5,-0.7,-16,15
3,4700,1271,2,0.4,57.8,3.2,19,-18,0.5,-0.5,-16,15
3,4800,1262,2.1,0.4,57.6,3.1,19,-18,0.7,-0.5,-17,15
3,4900,1254,2.1,0.4,57.5,3.1,19,-18,0.5,-0.5,-17,16
3,5000,1245,2.2,0.4,57.3,3,19,-19,0.7,-0.5,-17,16
3,5100,1236,2.3,0.4,57.1,3,19,-19,0.5,-0.5,-18,17
3,5200,1227,2.4,0.4,56.9,2.9,19,-19,0.5,-0.5,-18,17
3,5300,1218,2.5,0.4,56.8,2.8,19,-19,0.8,-0.5,-18,17
3,5400,1209,2.7,0.5,56.6,2.8,20,-19,0.6,-0.6,-19,17
3,5500,1199,2.8,0.5,56.4,2.7,20,-19,0.8,-0.6,-19,18
3,5600,1190,2.8,0.5,56.1,2.7,20,-19,0.6,-0.6,-20,18
3,5700,1180,2.9,0.5,55.9,2.6,20,-19,0.8,-0.6,-20,18
3,5800,1170,3.3,0.5,55.7,2.6,20,-19,0.6,-0.9,-20,19
3,5900,1160,3.2,0.5,55.4,2.5,20,-19,0.6,-0.6,-21,19
3,6000,1150,3.5,0.5,55.2,2.5,20,-19,0.6,-0.6,-21,19
3,6100,1139,3.6,0.5,54.9,2.4,20,-20,0.6,-0.6,-21,20
3,6200,1128,3.7,0.5,54.7,2.4,20,-20,0.9,-0.7,-22,20
3,6300,1117,4.1,0.5,54.4,2.3,20,-20,0.7,-0.7,-22,20
3,6400,1105,4.2,0.5,54.1,2.3,20,-20,0.7,-0.7,-22,21
3,6500,1094,4.6,0.5,53.7,2.2,20,-20,0.7,-0.7,-23,21
3,6600,1081,4.6,0.5,53.4,2.2,20,-20,0.7,-0.7,-23,21
3,6700,1069,5,0.6,53,2.1,20,-20,0.7,-0.7,-23,21
3,6800,1056,5.4,0.6,52.7,2.1,20,-20,0.7,-0.7,-24,22
3,6900,1042,5.7,0.6,52.3,2,20,-20,0.8,-0.8,-24,22
3,7000,1028,6.1,0.6,51.8,2,20,-20,0.8,-0.8,-24,22
3,7100,1012,7.1,0.7,51.4,1.9,20,-20,0.8,-1.1,-25,23
3,7200,997,7.2,0.7,50.9,1.9,20,-20,0.8,-0.8,-25,23
3,7300,980,8.3,0.7,50.4,1.9,20,-20,0.8,-0.8,-25,23
3,7400,962,9,0.7,49.8,1.8,20,-20,0.8,-0.8,-25,23
3,7500,943,10.2,0.8,49.1,1.8,20,-20,0.9,-0.9,-26,24
3,7600,921,12,0.9,48.4,1.7,20,-20,0.9,-0.9,-26,24
3,7700,896,14.3,1,47.5,1.6,20,-20,0.9,-0.9,-26,24
3,7800,867,17.5,1.1,46.4,1.6,19,-19,1,-1,-26,24
3,7900,829,25.2,1.4,45,1.5,19,-19,1,-1,-27,24
4,5700,1276,1.5,0.4,65.4,3.7,25,-25,0.5,-0.7,-24,22
4,5800,1269,1.4,0.4,65.3,3.6,25,-25,0.7,-0.5,-24,22
4,5900,1262,1.6,0.4,65.1,3.5,25,-25,0.5,-0.5,-25,22
4,6000,1255,1.6,0.4,65,3.5,26,-25,0.5,-0.5,-25,23
4,6100,1248,1.7,0.4,64.8,3.4,26,-25,0.8,-0.5,-25,23
4,6200,1241,1.8,0.4,64.6,3.3,26,-25,0.5,-0.8,-26,24
4,6300,1233,1.9,0.4,64.5,3.3,26,-25,0.6,-0.8,-26,24
4,6400,1226,1.9,0.4,64.3,3.2,26,-25,0.6,-0.8,-27,24
4,6500,1219,2,0.4,64.1,3.2,26,-25,0.8,-0.6,-27,25
4,6600,1211,2,0.4,64,3.1,26,-26,0.6,-0.6,-28,25
4,6700,1204,2,0.4,63.8,3.1,26,-26,0.6,-0.6,-28,26
4,6800,1196,2.2,0.4,63.6,3,26,-26,0.6,-0.9,-28,26
4,6900,1188,2.1,0.4,63.4,3,26,-26,0.9,-0.6,-29,26
4,7000,1180,2.3,0.4,63.2,2.9,26,-26,0.6,-0.9,-29,27
4,7100,1172,2.3,0.4,63,2.9,27,-26,0.6,-0.6,-30,27
4,7200,1164,2.4,0.4,62.8,2.8,27,-26,0.7,-0.7,-30,27
4,7300,1155,2.6,0.4,62.5,2.8,27,-26,0.7,-0.9,-31,28
4,7400,1147,2.6,0.4,62.3,2.7,27,-26,0.7,-0.9,-31,28
4,7500,1138,2.7,0.4,62.1,2.7,27,-26,0.7,-0.7,-31,29
4,7600,1130,2.7,0.4,61.8,2.6,27,-26,0.7,-0.7,-32,29
4,7700,1120,2.9,0.5,61.5,2.6,27,-26,0.7,-1,-32,29
4,7800,1111,3,0.5,61.3,2.6,27,-26,0.7,-0.7,-32,30
4,7900,1102,3.2,0.5,61,2.5,27,-26,0.7,-1,-33,30
4,8000,1092,3.3,0.5,60.7,2.5,27,-26,0.7,-0.7,-33,30
4,8100,1082,3.6,0.5,60.4,2.4,27,-27,1.1,-0.8,-34,31
4,8200,1072,3.6,0.5,60.1,2.4,27,-27,1.1,-0.8,-34,31
4,8300,1062,3.7,0.5,59.8,2.3,27,-27,0.8,-0.8,-35,32
4,8400,1051,4.2,0.5,59.4,2.3,27,-27,0.8,-0.8,-35,32
4,8500,1040,4.3,0.5,59,2.3,27,-27,0.8,-0.8,-35,32
4,8600,1028,4.6,0.5,58.7,2.2,27,-27,0.8,-0.8,-36,33
4,8700,1016,5.1,0.6,58.2,2.2,27,-27,0.8,-1.2,-36,33
4,8800,1004,5.2,0.6,57.8,2.1,27,-26,0.9,-0.9,-37,33
4,8900,991,5.3,0.6,57.4,2.1,27,-26,0.9,-0.9,-37,34
4,9000,978,5.9,0.6,56.9,2.1,27,-26,0.9,-0.9,-37,34
4,9100,963,6.6,0.6,56.4,2,27,-26,0.9,-0.9,-37,34
4,9200,948,7.4,0.7,55.8,2,26,-27,0.9,-0.9,-38,34
4,9300,932,7.6,0.7,55.2,1.9,26,-26,0.9,-0.9,-38,35
4,9400,914,8.9,0.8,54.5,1.9,26,-26,1,-1,-38,35
4,9500,895,10.5,0.8,53.7,1.8,26,-26,1,-1,-38,35
4,9600,873,12,0.9,52.8,1.8,26,-26,1,-1,-39,35
4,9700,847,14.7,1,51.7,1.7,26,-25,1,-1,-39,36
4,9800,814,20.5,1.3,50.3,1.6,25,-24,1.1,-1.1,-39,35
4,9900,754,44.1,2.5,47.6,1.5,24,-23,1.1,-1.1,-38,36
5,6800,1280,0,0,73.5,4.1,33,-32,0.5,-0.7,-33,30
5,6900,1275,1.1,0.4,73.4,4,33,-32,0.7,-0.7,-34,30
5,7000,1269,1.2,0.4,73.3,4,33,-32,0.5,-0.7,-34,31
5,7100,1263,1.2,0.4,73.1,3.9,33,-33,0.5,-0.8,-35,31
5,7200,1257,1.2,0.4,73,3.9,33,-33,0.8,-0.6,-35,32
5,7300,1252,1.2,0.4,72.8,3.8,33,-33,0.6,-0.8,-36,32
5,7400,1246,1.3,0.4,72.7,3.8,33,-33,0.8,-0.6,-36,33
5,7500,1240,1.3,0.4,72.6,3.7,33,-33,0.8,-0.8,-37,33
5,7600,1234,1.3,0.4,72.4,3.6,34,-33,0.8,-0.6,-37,34
5,7700,1228,1.3,0.4,72.3,3.6,34,-33,0.8,-0.6,-38,34
5,7800,1222,1.4,0.4,72.1,3.5,34,-33,0.6,-0.8,-38,34
5,7900,1215,1.5,0.4,71.9,3.5,34,-33,0.6,-0.8,-39,35
5,8000,1209,1.5,0.4,71.8,3.4,34,-33,0.6,-0.9,-39,35
5,8100,1203,1.5,0.4,71.6,3.4,34,-33,0.9,-0.6,-40,36
5,8200,1196,1.7,0.4,71.4,3.3,34,-34,0.6,-0.9,-40,36
5,8300,1190,1.6,0.4,71.2,3.3,34,-34,0.9,-0.7,-41,37
5,8400,1183,1.7,0.4,71,3.3,34,-34,0.7,-0.9,-41,37
5,8500,1177,1.7,0.4,70.9,3.2,34,-34,0.7,-0.9,-42,37
5,8600,1170,1.8,0.4,70.7,3.2,34,-34,0.7,-0.9,-42,38
5,8700,1163,1.8,0.4,70.5,3.1,34,-34,0.7,-0.9,-42,38
5,8800,1156,1.8,0.4,70.3,3.1,34,-34,1,-0.7,-43,39
5,8900,1149,2,0.4,70,3,34,-34,0.7,-1,-44,39
5,9000,1142,2.1,0.4,69.8,3,34,-34,0.7,-0.7,-44,40
5,9100,1135,1.9,0.4,69.6,3,35,-34,1,-0.7,-44,40
5,9200,1128,2.1,0.4,69.4,2.9,34,-34,1,-0.7,-45,41
5,9300,1120,2.3,0.4,69.1,2.9,34,-34,0.7,-1,-46,41
5,9400,1113,2.3,0.4,68.9,2.8,34,-34,0.8,-1,-46,41
5,9500,1105,2.4,0.4,68.6,2.8,35,-34,0.8,-1.1,-46,42
5,9600,1097,2.6,0.4,68.4,2.8,35,-34,0.8,-1.1,-47,42
5,9700,1089,2.6,0.4,68.1,2.7,35,-34,0.8,-1.1,-47,43
5,9800,1081,2.8,0.5,67.8,2.7,35,-35,0.8,-1.1,-48,43
5,9900,1073,2.9,0.5,67.5,2.6,35,-34,0.8,-1.1,-48,43
5,10000,1064,2.7,0.4,67.2,2.6,35,-34,1.1,-0.8,-49,44
5,10100,1055,3.1,0.5,66.9,2.6,34,-35,0.8,-1.1,-49,44
5,10200,1046,3,0.5,66.6,2.5,34,-34,0.8,-1.2,-50,45
5,10300,1037,3.2,0.5,66.3,2.5,34,-34,0.9,-0.9,-50,45
5,10400,1028,3.5,0.5,65.9,2.5,34,-34,0.9,-0.9,-51,45
5,10500,1018,3.6,0.5,65.5,2.4,34,-34,0.9,-1.2,-51,46
5,10600,1008,3.8,0.5,65.2,2.4,34,-34,0.9,-1.2,-51,46
5,10700,998,3.9,0.5,64.8,2.3,35,-34,1.3,-0.9,-52,46
5,10800,987,4.2,0.5,64.3,2.3,34,-34,0.9,-0.9,-52,47
5,10900,976,4.4,0.5,63.9,2.3,34,-34,0.9,-0.9,-52,47
5,11000,965,4.7,0.6,63.4,2.2,34,-34,0.9,-0.9,-53,47
5,11100,953,5.2,0.6,62.9,2.2,34,-34,1,-1,-53,48
5,11200,940,5.4,0.6,62.4,2.1,34,-34,1,-1,-54,48
5,11300,927,6.2,0.6,61.8,2.1,34,-34,1,-1,-54,48
5,11400,913,6.7,0.7,61.2,2.1,33,-33,1,-1,-54,49
5,11500,897,7.1,0.7,60.6,2,33,-33,1,-1,-55,49
5,11600,881,8.3,0.8,59.8,2,33,-33,1.1,-1.1,-55,49
5,11700,863,9,0.8,59,1.9,33,-33,1.1,-1.1,-55,50
5,11800,842,10.8,0.9,58.1,1.9,32,-32,1.1,-1.1,-55,50
5,11900,817,14.6,1.1,56.9,1.8,32,-32,1.1,-1.1,-55,50
5,12000,787,18.5,1.3,55.4,1.7,31,-31,1.2,-1.2,-55,50
6,7900,1278,0.9,0.3,80.6,4.4,40,-40,0.7,-0.5,-43,39
6,8000,1273,0.9,0.3,80.4,4.4,40,-40,0.6,-0.7,-44,39
6,8100,1268,0.9,0.3,80.3,4.3,40,-40,0.8,-0.8,-45,40
6,8200,1263,1,0.3,80.2,4.3,41,-40,0.6,-0.8,-45,40
6,8300,1258,0.9,0.3,80.1,4.2,41,-40,0.8,-0.6,-46,41
6,8400,1253,0.9,0.3,79.9,4.2,41,-40,0.8,-0.6,-46,41
6,8500,1248,0.9,0.3,79.8,4.1,41,-40,0.8,-0.6,-47,42
6,8600,1243,1,0.3,79.7,4,41,-41,0.6,-0.8,-47,42
6,8700,1238,1,0.3,79.5,4,41,-40,0.8,-0.8,-48,43
6,8800,1233,1,0.3,79.4,3.9,41,-41,0.6,-0.8,-49,43
6,8900,1228,1.1,0.3,79.2,3.9,41,-41,0.8,-0.6,-49,44
6,9000,1222,1.1,0.3,79.1,3.8,41,-41,0.8,-0.6,-49,44
6,9100,1217,1.1,0.3,78.9,3.8,41,-41,0.9,-0.6,-50,45
6,9200,1212,1.2,0.4,78.8,3.8,41,-41,0.6,-0.9,-51,45
6,9300,1206,1.1,0.3,78.6,3.7,41,-41,0.9,-0.6,-51,46
6,9400,1201,1.3,0.4,78.5,3.7,41,-41,0.9,-0.7,-52,46
6,9500,1195,1.3,0.4,78.3,3.6,41,-41,0.9,-0.7,-52,46
6,9600,1190,1.2,0.3,78.1,3.6,42,-41,0.9,-0.7,-53,47
6,9700,1184,1.3,0.4,77.9,3.5,41,-41,0.7,-0.9,-53,47
6,9800,1178,1.3,0.4,77.8,3.5,42,-41,0.9,-0.7,-54,48
6,9900,1172,1.4,0.4,77.6,3.4,42,-41,0.9,-0.7,-54,49
6,10000,1167,1.5,0.4,77.4,3.4,42,-41,0.7,-1,-55,49
6,10100,1161,1.4,0.4,77.2,3.4,42,-41,1,-1,-55,49
6,10200,1155,1.6,0.4,77,3.3,42,-42,0.7,-1,-56,50
6,10300,1149,1.6,0.4,76.8,3.3,42,-42,0.7,-1,-57,50
6,10400,1142,1.6,0.4,76.6,3.2,42,-42,1,-0.7,-57,51
6,10500,1136,1.6,0.4,76.4,3.2,42,-42,0.7,-1,-58,51
6,10600,1130,1.7,0.4,76.2,3.2,42,-42,0.8,-1,-58,52
6,10700,1124,1.8,0.4,76,3.1,42,-42,0.8,-1,-59,52
6,10800,1117,1.7,0.4,75.7,3.1,42,-42,1,-0.8,-59,53
6,10900,1111,1.8,0.4,75.5,3.1,42,-42,1.1,-0.8,-60,53
6,11000,1104,1.8,0.4,75.3,3,42,-42,0.8,-1.1,-60,53
6,11100,1097,1.9,0.4,75,3,42,-42,1.1,-0.8,-61,54
6,11200,1090,1.9,0.4,74.8,2.9,42,-42,1.1,-0.8,-61,54
6,11300,1083,2.1,0.4,74.5,2.9,42,-42,0.8,-1.1,-62,55
6,11400,1076,2.1,0.4,74.2,2.9,42,-42,0.8,-1.1,-62,55
6,11500,1069,2.2,0.4,74,2.8,42,-42,1.1,-0.8,-63,56
6,11600,1062,2.3,0.4,73.7,2.8,42,-42,0.9,-0.9,-63,56
6,11700,1054,2.4,0.4,73.4,2.8,42,-42,0.9,-1.2,-64,57
6,11800,1047,2.4,0.4,73.1,2.7,42,-41,1.2,-0.9,-64,57
6,11900,1039,2.5,0.4,72.8,2.7,42,-41,0.9,-0.9,-65,57
6,12000,1031,2.6,0.4,72.5,2.7,42,-41,0.9,-0.9,-65,58
6,12100,1023,2.7,0.4,72.1,2.6,42,-42,0.9,-0.9,-66,58
6,12200,1015,2.7,0.4,71.8,2.6,42,-41,1.2,-0.9,-66,59
6,12300,1006,3.1,0.5,71.4,2.6,41,-42,0.9,-1.3,-67,59
6,12400,997,3,0.5,71.1,2.5,42,-42,0.9,-0.9,-67,60
6,12500,988,3.2,0.5,70.7,2.5,42,-41,0.9,-0.9,-67,60
6,12600,979,3.4,0.5,70.3,2.5,42,-41,1,-1,-68,61
6,12700,969,3.6,0.5,69.9,2.4,41,-41,1,-1,-68,61
6,12800,960,3.7,0.5,69.4,2.4,41,-41,1,-1,-69,61
6,12900,949,4,0.5,69,2.3,41,-41,1,-1,-69,62
6,13000,939,4.4,0.6,68.5,2.3,41,-41,1,-1,-70,62
6,13100,927,4.7,0.6,68,2.3,41,-41,1,-1,-70,62
6,13200,916,4.8,0.6,67.4,2.2,41,-40,1,-1,-71,63
6,13300,903,5.3,0.6,66.9,2.2,40,-40,1.1,-1.1,-71,63
6,13400,891,5.6,0.6,66.2,2.2,40,-40,1.1,-1.1,-71,64
6,13500,877,6,0.6,65.6,2.1,40,-40,1.1,-1.1,-72,64
6,13600,862,7,0.7,64.8,2.1,39,-39,1.1,-1.1,-72,64
6,13700,845,7.8,0.8,64,2,39,-39,1.1,-1.1,-72,64
6,13800,827,9.6,0.9,63,2,39,-39,1.2,-1.2,-72,64
6,13900,806,11.6,1,61.9,1.9,38,-38,1.2,-1.2,-73,65
6,14000,780,14.8,1.2,60.6,1.8,38,-37,1.2,-1.2,-72,65
6,14100,740,25.4,1.8,58.3,1.7,36,-37,1.3,-1.3,-72,64
