Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
2,8000,1092,3.3,0.5,60.7,2.5,27,-26,0.7,-0.7,-33,30
2,8100,1082,3.4,0.5,60.4,2.4,27,-27,1.1,-0.8,-34,31
2,8200,1072,3.6,0.5,60.1,2.4,27,-27,1.1,-0.8,-34,31
2,8300,1062,3.9,0.5,59.8,2.3,27,-27,0.8,-0.8,-35,32
2,8400,1051,4.2,0.5,59.4,2.3,27,-27,0.8,-0.8,-35,32
2,8500,1040,4.2,0.5,59,2.3,27,-27,0.8,-0.8,-35,32
2,8600,1028,4.6,0.5,58.7,2.2,27,-27,0.8,-0.8,-36,33
2,8700,1016,4.9,0.6,58.2,2.2,27,-26,0.8,-1.2,-36,33
2,8800,1004,5,0.6,57.8,2.1,27,-26,0.9,-0.9,-37,33
2,8900,991,5.8,0.6,57.4,2.1,27,-26,0.9,-0.9,-37,33
2,9000,978,6.1,0.6,56.9,2.1,27,-26,0.9,-0.9,-37,34
2,9100,963,6.3,0.6,56.4,2,27,-26,0.9,-0.9,-37,34
2,9200,948,7.2,0.7,55.8,2,26,-26,0.9,-0.9,-38,34
2,9300,932,7.9,0.7,55.2,1.9,26,-26,0.9,-0.9,-38,35
2,9400,914,8.9,0.8,54.5,1.9,26,-26,1,-1,-38,35
2,9500,895,10.3,0.8,53.7,1.8,26,-26,1,-1,-38,35
2,9600,873,11.7,0.9,52.8,1.8,26,-26,1,-1,-39,35
2,9700,847,15.3,1.1,51.7,1.7,26,-25,1,-1,-39,36
2,9800,813,21.5,1.4,50.3,1.6,25,-25,1.1,-1.1,-39,35
2,9900,753,45.5,2.5,47.6,1.5,24,-23,1.1,-1.1,-38,35
3,4900,1429,0.3,0.3,88.6,8.4,43,-42,0.4,-0.4,-29,26
3,5000,1425,0.3,0.3,88.5,8.2,43,-43,0.4,-0.4,-29,26
3,5100,1422,0.4,0.3,88.5,8,43,-43,0.3,-0.4,-30,27
3,5200,1418,0.4,0.3,88.4,7.9,43,-43,0.4,-0.4,-31,27
3,5300,1414,0.4,0.3,88.4,7.7,43,-43,0.4,-0.3,-31,28
3,5400,1410,0.4,0.3,88.3,7.6,43,-43,0.4,-0.4,-32,28
3,5500,1407,0.4,0.3,88.3,7.4,44,-43,0.5,-0.3,-32,29
3,5600,1403,0.4,0.3,88.2,7.3,44,-43,0.5,-0.5,-33,29
3,5700,1399,0.4,0.3,88.1,7.2,44,-43,0.5,-0.5,-34,30
3,5800,1395,0.4,0.3,88.1,7.1,44,-43,0.5,-0.5,-34,30
3,5900,1391,0.5,0.3,88,6.9,44,-43,0.4,-0.5,-35,31
3,6000,1388,0.5,0.3,87.9,6.8,44,-43,0.4,-0.5,-35,31
3,6100,1384,0.5,0.3,87.9,6.7,44,-44,0.5,-0.5,-36,32
3,6200,1380,0.4,0.3,87.8,6.6,44,-44,0.5,-0.5,-36,32
3,6300,1376,0.4,0.3,87.7,6.5,44,-44,0.5,-0.4,-37,33
3,6400,1372,0.5,0.3,87.6,6.4,44,-44,0.5,-0.5,-38,33
3,6500,1368,0.5,0.3,87.6,6.3,44,-44,0.5,-0.4,-38,34
3,6600,1364,0.5,0.3,87.5,6.2,44,-44,0.6,-0.6,-39,34
3,6700,1360,0.5,0.3,87.4,6.1,44,-44,0.4,-0.6,-40,35
3,6800,1356,0.5,0.3,87.3,6,45,-44,0.6,-0.4,-40,36
3,6900,1352,0.5,0.3,87.3,5.9,45,-44,0.6,-0.6,-41,36
3,7000,1348,0.5,0.3,87.2,5.8,45,-44,0.6,-0.6,-41,37
3,7100,1344,0.6,0.3,87.1,5.7,45,-44,0.6,-0.4,-42,37
3,7200,1340,0.5,0.3,87,5.7,45,-44,0.6,-0.5,-42,38
3,7300,1336,0.6,0.3,86.9,5.6,45,-45,0.5,-0.6,-43,38
3,7400,1332,0.6,0.3,86.8,5.5,45,-45,0.6,-0.6,-44,39
3,7500,1328,0.6,0.3,86.7,5.4,45,-45,0.5,-0.6,-44,39
3,7600,1323,0.6,0.3,86.6,5.4,45,-45,0.6,-0.5,-45,40
3,7700,1319,0.6,0.3,86.5,5.3,45,-45,0.6,-0.6,-45,40
3,7800,1315,0.6,0.3,86.4,5.2,45,-45,0.5,-0.7,-46,41
3,7900,1311,0.6,0.3,86.3,5.1,45,-45,0.5,-0.7,-47,41
3,8000,1307,0.6,0.3,86.2,5.1,45,-45,0.5,-0.7,-47,42
3,8100,1302,0.6,0.3,86.1,5,46,-45,0.7,-0.7,-48,42
3,8200,1298,0.6,0.3,86,4.9,46,-45,0.7,-0.5,-48,43
3,8300,1294,0.7,0.3,85.9,4.9,46,-45,0.5,-0.7,-49,43
3,8400,1289,0.6,0.3,85.8,4.8,46,-45,0.7,-0.7,-50,44
3,8500,1285,0.8,0.3,85.7,4.8,46,-45,0.7,-0.7,-50,44
3,8600,1280,0.8,0.3,85.6,4.7,46,-45,0.5,-0.7,-51,45
3,8700,1276,0.8,0.3,85.5,4.6,46,-46,0.6,-0.7,-51,45
3,8800,1272,0.8,0.3,85.4,4.6,46,-46,0.6,-0.7,-52,46
3,8900,1267,0.8,0.3,85.2,4.5,46,-46,0.6,-0.8,-53,46
3,9000,1263,0.8,0.3,85.1,4.5,46,-46,0.8,-0.8,-53,47
3,9100,1258,0.8,0.3,85,4.4,46,-46,0.6,-0.8,-54,47
3,9200,1253,0.8,0.3,84.9,4.4,46,-46,0.8,-0.6,-54,48
3,9300,1249,0.8,0.3,84.7,4.3,46,-46,0.8,-0.8,-55,49
3,9400,1244,0.9,0.3,84.6,4.3,46,-46,0.8,-0.8,-55,49
3,9500,1239,0.9,0.3,84.5,4.2,46,-46,0.8,-0.8,-56,50
3,9600,1235,0.9,0.3,84.3,4.2,46,-46,0.8,-0.6,-57,50
3,9700,1230,1,0.3,84.2,4.1,46,-46,0.6,-0.8,-57,51
3,9800,1225,0.9,0.3,84.1,4.1,47,-46,0.8,-0.8,-58,51
3,9900,1220,0.9,0.3,83.9,4,47,-46,0.6,-0.9,-58,52
3,10000,1215,1,0.3,83.8,4,47,-46,0.6,-0.9,-59,52
3,10100,1210,1,0.3,83.6,3.9,47,-47,0.7,-0.9,-60,53
3,10200,1206,1.1,0.3,83.5,3.9,47,-46,0.9,-0.9,-60,53
3,10300,1201,1,0.3,83.3,3.8,47,-46,0.9,-0.7,-61,54
3,10400,1195,1.1,0.3,83.1,3.8,47,-47,0.9,-0.9,-61,54
3,10500,1190,1.1,0.3,83,3.8,47,-47,0.7,-0.9,-62,55
3,10600,1185,1.1,0.3,82.8,3.7,47,-47,0.7,-0.9,-63,55
3,10700,1180,1.1,0.3,82.6,3.7,47,-47,0.9,-0.9,-63,56
3,10800,1175,1.1,0.3,82.5,3.6,47,-47,0.9,-0.7,-64,56
3,10900,1170,1.1,0.3,82.3,3.6,47,-47,1,-1,-64,57
3,11000,1164,1.2,0.3,82.1,3.6,47,-47,0.7,-1,-65,57
3,11100,1159,1.3,0.4,81.9,3.5,47,-47,1,-0.7,-65,58
3,11200,1153,1.2,0.3,81.7,3.5,47,-47,1,-0.7,-66,58
3,11300,1148,1.3,0.4,81.5,3.4,47,-47,0.7,-1,-66,59
3,11400,1142,1.3,0.4,81.3,3.4,47,-47,0.8,-1,-67,59
3,11500,1137,1.4,0.4,81.1,3.4,47,-47,0.8,-1,-68,60
3,11600,1131,1.4,0.4,80.9,3.3,47,-47,1,-0.8,-68,60
3,11700,1125,1.4,0.4,80.7,3.3,47,-47,0.8,-1,-69,61
3,11800,1119,1.4,0.4,80.5,3.3,47,-47,1.1,-0.8,-69,61
3,11900,1113,1.6,0.4,80.3,3.2,47,-47,0.8,-1.1,-70,62
3,12000,1107,1.5,0.4,80.1,3.2,47,-47,1.1,-0.8,-70,62
3,12100,1101,1.6,0.4,79.8,3.2,47,-47,1.1,-0.8,-71,63
3,12200,1095,1.6,0.4,79.6,3.1,47,-47,1.1,-0.8,-71,63
3,12300,1089,1.7,0.4,79.4,3.1,47,-47,0.8,-1.1,-72,64
3,12400,1083,1.8,0.4,79.1,3.1,47,-47,0.8,-1.1,-72,64
3,12500,1076,1.8,0.4,78.9,3,47,-47,0.8,-1.1,-73,65
3,12600,1070,1.9,0.4,78.6,3,47,-47,0.9,-1.1,-74,65
3,12700,1063,1.9,0.4,78.3,2.9,47,-47,0.9,-1.2,-74,65
3,12800,1056,1.9,0.4,78.1,2.9,47,-47,0.9,-0.9,-75,66
3,12900,1049,2.1,0.4,77.8,2.9,47,-47,0.9,-0.9,-75,67
3,13000,1043,2,0.4,77.5,2.8,47,-47,1.2,-0.9,-76,67
3,13100,1035,2.2,0.4,77.2,2.8,47,-47,1.2,-0.9,-76,67
3,13200,1028,2.3,0.4,76.9,2.8,47,-47,0.9,-1.2,-77,68
3,13300,1021,2.3,0.4,76.6,2.7,47,-47,0.9,-0.9,-77,68
3,13400,1013,2.4,0.4,76.2,2.7,47,-47,0.9,-1.3,-78,69
3,13500,1006,2.4,0.4,75.9,2.7,47,-47,1.3,-0.9,-78,69
3,13600,998,2.4,0.4,75.6,2.6,47,-47,1.3,-1,-79,70
3,13700,990,2.7,0.4,75.2,2.6,47,-46,1.3,-1,-79,70
3,13800,981,2.8,0.5,74.8,2.6,47,-46,1,-1,-80,70
3,13900,973,2.9,0.5,74.4,2.6,46,-46,1,-1,-80,71
3,14000,964,2.9,0.5,74,2.5,46,-46,1.3,-1,-81,72
3,14100,955,3.1,0.5,73.6,2.5,46,-46,1.4,-1,-81,72
3,14200,946,3.4,0.5,73.2,2.4,46,-46,1,-1,-82,72
3,14300,936,3.4,0.5,72.7,2.4,46,-46,1.4,-1,-82,73
3,14400,926,3.9,0.5,72.2,2.4,46,-46,1.4,-1,-82,73
3,14500,916,4.1,0.5,71.7,2.3,46,-45,1.1,-1.1,-83,73
3,14600,905,4.4,0.6,71.2,2.3,45,-45,1.1,-1.1,-83,74
3,14700,894,4.8,0.6,70.6,2.3,45,-45,1.1,-1.5,-84,74
3,14800,882,4.9,0.6,70,2.2,45,-45,1.1,-1.1,-84,75
3,14900,869,5.2,0.6,69.3,2.2,45,-45,1.1,-1.1,-84,75
3,15000,856,6,0.7,68.6,2.1,44,-44,1.1,-1.1,-85,75
3,15100,841,6.9,0.7,67.8,2.1,44,-44,1.2,-1.2,-85,75
3,15200,825,7.5,0.8,67,2.1,44,-44,1.2,-1.2,-85,75
3,15300,807,8.8,0.8,66,2,43,-43,1.2,-1.2,-86,76
3,15400,786,10.6,1,64.8,1.9,43,-42,1.2,-1.2,-86,76
3,15500,760,14.3,1.2,63.3,1.9,42,-42,1.3,-1.3,-86,76
3,15600,718,26.5,2,60.8,1.8,40,-40,1.3,-1.3,-85,75
4,6100,1431,0.1,0.3,104,9.7,61,-61,0.3,-0.4,-43,37
4,6200,1428,0.2,0.3,104,9.5,61,-61,0.4,-0.3,-43,38
4,6300,1425,0.2,0.3,104,9.4,61,-61,0.4,-0.3,-44,38
4,6400,1422,0.2,0.3,104,9.2,61,-61,0.4,-0.3,-45,39
4,6500,1419,0.2,0.3,104,9.1,61,-61,0.3,-0.4,-45,39
4,6600,1416,0.2,0.3,104,9,61,-61,0.3,-0.4,-46,40
4,6700,1413,0.2,0.3,103,8.8,61,-61,0.4,-0.4,-47,41
4,6800,1410,0.2,0.3,103,8.7,61,-61,0.4,-0.4,-47,41
4,6900,1407,0.2,0.3,103,8.6,61,-61,0.4,-0.4,-48,42
4,7000,1404,0.3,0.3,103,8.4,61,-61,0.5,-0.5,-49,42
4,7100,1401,0.3,0.3,103,8.3,62,-61,0.5,-0.4,-49,43
4,7200,1398,0.2,0.3,103,8.2,62,-61,0.5,-0.5,-50,44
4,7300,1395,0.3,0.3,103,8.1,62,-61,0.5,-0.4,-51,44
4,7400,1392,0.3,0.3,103,8,62,-61,0.5,-0.5,-52,45
4,7500,1389,0.3,0.3,103,7.9,62,-61,0.5,-0.5,-52,45
4,7600,1386,0.3,0.3,103,7.8,62,-61,0.4,-0.5,-53,46
4,7700,1383,0.2,0.3,103,7.7,62,-62,0.5,-0.4,-54,47
4,7800,1380,0.3,0.3,103,7.6,62,-62,0.5,-0.4,-54,47
4,7900,1377,0.3,0.3,103,7.5,62,-62,0.5,-0.4,-55,48
4,8000,1373,0.3,0.3,103,7.4,62,-62,0.5,-0.4,-56,48
4,8100,1370,0.3,0.3,103,7.3,62,-62,0.5,-0.4,-56,49
4,8200,1367,0.3,0.3,103,7.2,62,-62,0.4,-0.5,-57,50
4,8300,1364,0.3,0.3,102,7.1,62,-62,0.5,-0.5,-58,50
4,8400,1361,0.3,0.3,102,7,62,-62,0.5,-0.5,-59,51
4,8500,1358,0.3,0.3,102,6.9,62,-62,0.6,-0.4,-59,51
4,8600,1355,0.3,0.3,102,6.8,62,-62,0.6,-0.6,-60,52
4,8700,1351,0.3,0.3,102,6.8,62,-62,0.6,-0.4,-61,53
4,8800,1348,0.3,0.3,102,6.7,62,-62,0.6,-0.6,-61,53
4,8900,1345,0.3,0.3,102,6.6,62,-62,0.5,-0.6,-62,54
4,9000,1342,0.3,0.3,102,6.5,63,-62,0.6,-0.5,-63,54
4,9100,1338,0.3,0.3,102,6.4,63,-62,0.6,-0.5,-63,55
4,9200,1335,0.4,0.3,102,6.4,63,-62,0.6,-0.6,-64,56
4,9300,1332,0.3,0.3,102,6.3,63,-62,0.6,-0.6,-65,56
4,9400,1329,0.4,0.3,102,6.2,63,-62,0.6,-0.6,-66,57
4,9500,1325,0.4,0.3,102,6.2,63,-62,0.6,-0.5,-66,57
4,9600,1322,0.4,0.3,101,6.1,63,-63,0.6,-0.5,-67,58
4,9700,1319,0.4,0.3,101,6,63,-63,0.5,-0.6,-68,59
4,9800,1315,0.4,0.3,101,6,63,-63,0.6,-0.6,-68,59
4,9900,1312,0.4,0.3,101,5.9,63,-63,0.7,-0.5,-69,60
4,10000,1309,0.4,0.3,101,5.8,63,-63,0.7,-0.7,-70,60
4,10100,1305,0.4,0.3,101,5.8,63,-63,0.5,-0.7,-70,61
4,10200,1302,0.4,0.3,101,5.7,63,-63,0.7,-0.5,-71,62
4,10300,1298,0.5,0.3,101,5.7,63,-63,0.7,-0.7,-72,62
4,10400,1295,0.4,0.3,101,5.6,63,-63,0.7,-0.7,-72,63
4,10500,1292,0.5,0.3,101,5.5,63,-63,0.7,-0.7,-73,63
4,10600,1288,0.5,0.3,101,5.5,63,-63,0.7,-0.7,-74,64
4,10700,1285,0.5,0.3,100,5.4,63,-63,0.7,-0.7,-75,65
4,10800,1281,0.4,0.3,100,5.4,63,-63,0.7,-0.6,-75,65
4,10900,1278,0.5,0.3,100,5.3,63,-63,0.6,-0.7,-76,66
4,11000,1274,0.5,0.3,100,5.3,63,-63,0.7,-0.7,-76,66
4,11100,1270,0.5,0.3,100,5.2,63,-63,0.6,-0.7,-77,67
4,11200,1267,0.5,0.3,99.9,5.2,64,-63,0.7,-0.6,-78,68
4,11300,1263,0.5,0.3,99.8,5.1,64,-63,0.6,-0.8,-79,68
4,11400,1260,0.5,0.3,99.7,5.1,64,-63,0.6,-0.8,-79,69
4,11500,1256,0.5,0.3,99.5,5,64,-64,0.6,-0.8,-80,69
4,11600,1252,0.6,0.3,99.4,5,64,-64,0.6,-0.8,-81,70
4,11700,1249,0.5,0.3,99.3,4.9,64,-64,0.6,-0.8,-81,71
4,11800,1245,0.5,0.3,99.2,4.9,64,-64,0.8,-0.8,-82,71
4,11900,1241,0.5,0.3,99.1,4.8,64,-63,0.8,-0.6,-83,72
4,12000,1238,0.6,0.3,98.9,4.8,64,-64,0.6,-0.8,-84,72
4,12100,1234,0.5,0.3,98.8,4.7,64,-64,0.8,-0.8,-84,73
4,12200,1230,0.6,0.3,98.7,4.7,64,-64,0.8,-0.8,-85,73
4,12300,1226,0.6,0.3,98.6,4.7,64,-64,0.6,-0.8,-85,74
4,12400,1223,0.6,0.3,98.4,4.6,64,-64,0.8,-0.7,-86,75
