Charge,Dist_m,Elev_mil,D_Elev_per_100m_DR_mil,TOF_per_100m_DR_sec,TOF_sec,Az_per_1ms_mil,w_range_1ms_h_m,w_range_1ms_t_m,air_t_1_dec_m,air_t_1_inc_m,air_dens_1_dec_m,air_dens_1_inc_m
4,1100,276,-99.3,-0.2,8,0.2,0.4,-0.9,0,-0.4,-0.7,0.2
4,1150,290,0,0,8.4,0.3,0.9,-0.5,0.4,0,-0.3,0.7
4,1200,305,0,0,8.8,0.3,1,-0.5,0.4,0,-0.3,0.7
4,1250,321,0,0,9.2,0.3,1,-0.5,0.4,0,-0.3,0.7
4,1300,336,0,0,9.7,0.3,1.1,-0.6,0.4,0,-0.3,0.8
4,1350,353,-86.8,-0.3,10.1,0.3,1.1,-0.6,0.4,0,-0.4,0.8
4,1400,370,-84.8,-0.3,10.6,0.3,1.2,-0.7,0.4,0,-0.4,0.8
4,1450,387,-82.9,-0.3,11,0.3,0.8,-1.2,0,-0.4,-1.3,0.8
4,1500,405,-81.2,-0.3,11.5,0.4,0.9,-1.2,0,-0.4,-1.3,0.9
4,1550,424,0,0,12,0.4,1.3,-0.9,0.4,0,-0.9,1.3
4,1600,444,-79.7,-0.4,12.5,0.4,1,-1.3,0,-0.4,-1.3,0.9
4,1650,465,-79.9,-0.5,13.1,0.4,1.1,-1.4,0,-0.4,-1.3,0.9
4,1700,488,-80.9,-0.5,13.7,0.4,1.6,-1.5,0,-0.4,-1.4,1
4,1750,512,-82.2,-0.6,14.3,0.5,1.6,-1.9,0,-0.4,-1.4,1
4,1800,538,-83.6,-0.7,14.9,0.5,2.1,-1.6,0.4,0,-1,1.4
4,1850,567,-86.5,-0.7,15.6,0.5,1.8,-2.1,0,-0.4,-1.4,1.1
4,1900,600,-92,-0.9,16.4,0.5,1.9,-2.2,0,-0.4,-1.8,1.4
4,1950,641,-100.8,-1.1,17.4,0.6,2.4,-1.9,0.4,0,-1.5,1.8
4,2000,700,-124.8,-1.6,18.7,0.6,2.3,-2.4,0,-0.3,-1.8,1.5
5,1100,205,-96.4,-0.1,6.8,0.2,0.9,-0.4,0.5,0,-0.2,0.8
5,1150,216,0,0,7.2,0.2,0.4,-0.9,0,-0.5,-0.8,0.3
5,1200,227,0,0,7.5,0.2,0.5,-0.9,0,-0.5,-0.8,0.3
5,1300,248,0,0,8.2,0.2,1,-0.5,0.5,0,-0.3,0.8
5,1350,259,0,0,8.6,0.3,1.1,-0.5,0.5,0,-0.4,0.9
5,1400,271,-78.5,-0.2,8.9,0.3,0.6,-1.1,0,-0.5,-0.9,0.4
5,1500,294,-74.8,-0.2,9.7,0.3,0.7,-1.2,0,-0.5,-0.9,0.4
5,1550,305,-72.7,-0.2,10.1,0.3,1.3,-0.7,0.5,0,-1,1
5,1600,318,-71.1,-0.2,10.4,0.3,0.8,-1.3,0,-0.5,-1.5,1
5,1650,330,-69.8,-0.2,10.8,0.3,0.9,-1.3,0,-0.5,-1.5,1
5,1700,342,0,0,11.2,0.3,1.4,-0.9,0.5,0,-1.1,1.5
5,1750,355,-66.9,-0.3,11.6,0.4,1.5,-0.9,0.5,0,-1.1,1.5
5,1800,369,-65.8,-0.3,12,0.4,1.1,-1.5,0,-0.5,-1.6,1.1
5,1850,383,-64.9,-0.3,12.4,0.4,1.6,-1.1,0.5,0,-1.2,1.6
5,1900,396,-63.5,-0.3,12.9,0.4,1.7,-1.1,0.5,0,-1.2,1.6
5,1950,411,-63.3,-0.3,13.3,0.4,1.7,-1.2,0.5,0,-1.2,1.7
5,2000,427,-63.8,-0.4,13.8,0.4,2.3,-1.7,0.5,0,-1.3,1.7
5,2050,442,-63.2,-0.4,14.2,0.4,1.9,-2.3,0,-0.5,-1.7,1.3
5,2100,458,-62,-0.4,14.7,0.5,2,-2.3,0,-0.5,-2.2,1.7
5,2150,476,-63.4,-0.5,15.2,0.5,2.5,-2,0.4,0,-1.8,2.2
5,2200,495,-63.6,-0.5,15.8,0.5,2.6,-2.1,0.4,0,-1.8,2.2
5,2250,513,-64.5,-0.5,16.3,0.5,2.7,-2.1,0.4,0,-1.9,2.3
5,2300,535,-66.8,-0.6,16.9,0.5,2.8,-2.2,0.4,0,-1.9,2.3
5,2350,558,-67.8,-0.6,17.5,0.6,2.5,-2.8,0,-0.4,-2.4,1.9
5,2400,583,-70.4,-0.8,18.2,0.6,3,-2.4,0.4,0,-2.4,2.4
5,2450,612,-74.9,-0.9,19,0.6,2.7,-3,0,-0.4,-2.8,2.4
5,2500,648,-83.7,-1.1,19.9,0.6,2.9,-3.1,0.4,-0.4,-2.8,2.4
5,2550,695,-99.9,-1.5,21.1,0.7,3.8,-3.3,0.8,-0.4,-2.5,2.8
6,1000,139,0,0,5.3,0.2,0.3,-0.9,0,-0.6,-0.8,0.2
6,1200,169,0,0,6.5,0.2,0.4,-1,0,-0.6,-0.9,0.3
6,1400,201,0,0,7.6,0.2,0.5,-1.1,0,-0.6,-1,0.4
6,1600,233,-67.2,-0.1,8.9,0.3,0.7,-1.2,0,-0.6,-1.1,0.5
6,1700,250,-63.9,-0.1,9.5,0.3,0.8,-1.3,0,-0.6,-1.1,1.1
6,1750,259,-62.2,-0.1,9.8,0.3,0.8,-1.4,0,-0.6,-1.7,1.2
6,1800,267,-60.6,-0.1,10.1,0.3,0.9,-1.4,0,-0.6,-1.8,1.2
6,1850,276,-59.6,-0.2,10.4,0.3,1.5,-0.9,0.6,0,-1.2,1.8
6,1900,285,-58.6,-0.2,10.8,0.3,1.6,-1,0.6,0,-1.3,1.8
6,1950,294,-56.7,-0.2,11.1,0.3,1.6,-1,0.6,0,-1.3,1.8
6,2000,303,-55.9,-0.2,11.4,0.3,1.7,-1.1,0.6,0,-1.3,1.9
6,2050,313,-55.2,-0.2,11.8,0.4,1.7,-1.1,0.6,0,-1.4,1.9
6,2100,323,0,0,12.1,0.4,1.2,-1.7,0,-0.6,-2,1.4
6,2150,332,0,0,12.5,0.4,1.8,-1.2,0.5,0,-1.5,2
6,2200,342,0,0,12.8,0.4,1.9,-1.3,0.5,0,-1.5,2
6,2250,353,-52.2,-0.2,13.2,0.4,1.5,-1.9,0,-0.5,-2.1,1.5
6,2300,363,-51.3,-0.2,13.5,0.4,2,-2,0,-0.5,-2.1,2.1
6,2350,374,-50.9,-0.2,13.9,0.4,2.1,-2.6,0,-0.5,-2.7,2.1
6,2400,385,-51,-0.3,14.3,0.4,2.2,-2.6,0,-0.5,-2.7,2.1
6,2450,396,-49.7,-0.3,14.7,0.5,2.8,-2.2,0.5,0,-2.2,2.7
6,2500,408,-49.3,-0.3,15.1,0.5,2.3,-2.8,0,-0.5,-2.8,2.2
6,2550,420,-49.6,-0.3,15.5,0.5,2.9,-2.3,0.5,0,-2.3,2.8
6,2600,432,-49.9,-0.4,15.9,0.5,3,-2.4,0.5,0,-2.4,2.8
6,2650,445,-49.2,-0.3,16.3,0.5,3.1,-2.5,0.5,0,-2.4,2.8
6,2700,458,-49.6,-0.4,16.8,0.5,2.7,-3.1,0,-0.5,-2.9,2.4
6,2750,472,-50,-0.4,17.2,0.5,2.8,-3.2,0,-0.5,-3.5,2.9
6,2800,486,-49.4,-0.4,17.7,0.5,2.9,-3.3,0,-0.5,-3.5,3
6,2850,502,-50.9,-0.5,18.2,0.6,3,-3.3,0,-0.5,-3.5,3
6,2900,518,-51.5,-0.5,18.7,0.6,3.6,-3,0.5,0,-3.1,3.5
6,2950,535,-52.1,-0.5,19.3,0.6,3.7,-3.1,0.5,0,-3.2,3.5
6,3000,553,-53.9,-0.6,19.8,0.6,3.8,-3.7,0.5,-0.5,-3.7,3.6
6,3050,573,-55.1,-0.6,20.4,0.6,3.9,-4.2,0.5,-0.5,-4.1,3.6
6,3100,595,-58.2,-0.8,21.1,0.7,4.5,-3.9,0.9,-0.5,-3.7,4.1
6,3150,620,-61.9,-0.9,21.9,0.7,4.2,-4.5,0.5,-0.9,-4.2,3.7
6,3200,649,-69.3,-1.1,22.7,0.7,4.8,-4.2,0.9,-0.4,-4.2,4.5
6,3250,688,-80.2,-1.4,23.8,0.8,5,-4.4,0.8,-0.4,-4.2,4.5
7,1200,130,0,0,5.7,0.2,0.3,-1,0,-0.7,-1,0.3
7,1250,136,0,0,5.9,0.2,0.4,-1,0,-0.7,-1,0.3
7,1550,172,0,0,7.4,0.2,0.6,-1.2,0,-0.7,-1.1,0.5
7,1700,190,-62.2,-0.1,8.2,0.2,1.3,-0.7,0.7,0,-0.6,1.2
7,1800,203,-58.8,-0.1,8.8,0.3,1.4,-0.7,0.7,0,-1.3,1.3
7,1850,209,0,0,9,0.3,0.8,-1.4,0,-0.7,-2,1.3
7,1950,222,-54.9,-0.1,9.6,0.3,0.9,-1.5,0,-0.6,-2,1.4
7,2050,236,0,0,10.1,0.3,1.6,-1,0.6,0,-1.5,2.1
7,2100,242,-51.5,-0.1,10.4,0.3,1.1,-1.6,0,-0.6,-2.1,1.5
7,2150,249,-50.4,-0.1,10.7,0.3,1.1,-1.7,0,-0.6,-2.2,1.5
7,2200,256,-49.8,-0.1,11,0.3,1.2,-1.7,0,-0.6,-2.2,1.5
7,2250,263,-48.8,-0.1,11.3,0.3,1.9,-1.2,0.6,0,-1.6,2.2
7,2300,270,-47.8,-0.1,11.5,0.3,1.3,-1.8,0,-0.6,-2.3,1.6
7,2350,277,-47.3,-0.2,11.9,0.4,2,-1.3,0.6,0,-1.7,2.3
7,2400,285,-46.4,-0.1,12.1,0.4,1.4,-2,0,-0.6,-2.4,1.7
7,2450,292,-45.5,-0.2,12.5,0.4,2.1,-1.4,0.6,0,-1.8,2.4
7,2500,300,-44.7,-0.2,12.7,0.4,1.5,-2.1,0,-0.6,-3.1,2.4
7,2550,307,-44.3,-0.2,13,0.4,1.6,-2.1,0,-0.6,-3.1,2.4
7,2600,315,-43.5,-0.2,13.4,0.4,2.3,-1.6,0.6,0,-2.5,3.1
7,2650,323,-43.2,-0.2,13.7,0.4,2.3,-2.3,0,-0.6,-3.2,2.5
7,2700,330,-42.6,-0.2,14,0.4,2.4,-2.9,0,-0.6,-3.2,2.6
7,2750,339,-42.3,-0.2,14.3,0.4,2.5,-3,0,-0.6,-3.3,2.6
7,2800,347,-41.2,-0.2,14.6,0.4,3.1,-2.5,0.6,0,-2.7,3.2
7,2850,355,-41,-0.2,15,0.5,2.6,-3.1,0,-0.6,-3.3,2.7
7,2900,364,-41.3,-0.2,15.3,0.5,2.7,-3.2,0,-0.6,-3.4,2.7
7,2950,372,-40.8,-0.2,15.6,0.5,2.8,-3.3,0,-0.6,-3.4,2.8
7,3000,382,-40.1,-0.2,16,0.5,2.9,-3.3,0,-0.6,-4.1,3.4
7,3050,391,-40.1,-0.2,16.3,0.5,2.9,-3.4,0,-0.6,-4.1,3.5
7,3100,401,-40,-0.3,16.7,0.5,3.6,-2.9,0.6,0,-3.6,4.1
7,3150,410,-39.5,-0.3,17.1,0.5,3.1,-3.6,0,-0.6,-4.2,3.5
7,3200,420,-40,-0.3,17.5,0.5,3.8,-3.1,0.6,0,-3.7,4.2
7,3250,430,-39.4,-0.3,17.8,0.5,3.3,-3.7,0,-0.6,-4.3,3.6
7,3300,440,-39.9,-0.3,18.2,0.6,3.4,-3.8,0,-0.6,-4.3,3.7
7,3350,451,-40,-0.4,18.6,0.6,4.1,-3.4,0.6,0,-4.4,4.8
7,3400,462,-39.6,-0.3,19,0.6,3.6,-4,0,-0.6,-5,4.3
7,3450,473,-40.1,-0.4,19.5,0.6,4.3,-3.6,0.6,0,-4.5,4.9
7,3500,486,-40.2,-0.4,19.9,0.6,4.4,-4.2,0.5,0,-4.5,4.9
7,3550,498,-41.3,-0.5,20.4,0.6,5,-4.3,0.5,-0.5,-4.6,5
7,3600,510,-40.5,-0.4,20.8,0.6,4.6,-5,0.5,-0.5,-5.7,4.5
7,3650,524,-41.6,-0.5,21.3,0.7,5.2,-4.6,0.5,-0.5,-5.2,5.6
7,3700,539,-42.7,-0.5,21.8,0.7,4.8,-5.2,0.5,-0.5,-5.8,5.1
7,3750,554,-43.5,-0.6,22.3,0.7,5,-5.3,0.5,-1,-5.8,5.2
7,3800,571,-45.2,-0.6,22.9,0.7,5.6,-5,1,-0.5,-5.9,5.7
7,3850,589,-47.6,-0.7,23.6,0.7,5.8,-5.1,1,-0.5,-5.9,6.2
7,3900,609,-49.9,-0.8,24.2,0.8,5.4,-5.7,0.5,-1,-6.4,5.8
7,3950,632,-53.5,-0.9,25,0.8,5.6,-5.9,0.5,-1,-6.9,5.8
7,4000,660,-60.3,-1.1,25.9,0.8,6.8,-6.1,0.9,-0.5,-6.5,6.7
7,4050,697,-72.3,-1.5,27.1,0.9,6.6,-6.8,0.5,-0.9,-7.4,6.3
8,1600,136,-64.5,0,6.7,0.2,1.3,-0.5,0.8,0,-0.5,1.2
8,1700,145,-61.2,0,7.2,0.2,1.3,-0.6,0.8,0,-0.6,1.3
8,1800,155,0,0,7.6,0.2,0.7,-1.4,0,-0.8,-1.4,0.6
8,1900,164,-54.8,-0.1,8.1,0.2,1.5,-0.7,0.7,0,-1.4,1.4
8,2000,174,0,0,8.6,0.3,1.6,-0.8,0.7,0,-1.5,2.2
8,2100,184,-50.4,-0.1,9,0.3,0.9,-1.6,0,-0.7,-2.3,1.6
8,2200,194,-47.9,-0.1,9.5,0.3,1.7,-1,0.7,0,-1.7,2.4
8,2300,204,-46.2,-0.1,10,0.3,1.1,-1.8,0,-0.7,-2.5,1.7
8,2500,225,-43.1,-0.1,11,0.3,2,-1.3,0.7,0,-1.9,2.6
8,2600,236,-41.5,-0.1,11.5,0.3,1.4,-2.1,0,-0.7,-2.7,2
8,2700,247,-40.4,-0.1,12,0.4,2.2,-1.5,0.7,0,-2.8,2.8
8,2800,258,-39,-0.1,12.5,0.4,1.7,-2.3,0,-0.7,-3.6,2.8
8,2900,270,-38.2,-0.1,13,0.4,1.8,-2.4,0,-0.7,-3.7,2.9
8,3000,282,-37.1,-0.2,13.6,0.4,2.6,-2.5,0.7,0,-3.1,3.7
8,3100,294,-36.3,-0.2,14.1,0.4,3.4,-2.7,0.7,0,-3.2,3.8
8,3200,306,-35.3,-0.1,14.7,0.4,2.9,-3.5,0,-0.7,-4.6,3.2
8,3300,319,-34.7,-0.2,15.2,0.5,3,-3.6,0,-0.7,-4.7,4
8,3400,332,-34.2,-0.2,15.8,0.5,3.2,-3.7,0,-0.7,-4.8,4.1
8,3500,345,-33.4,-0.2,16.4,0.5,4,-3.2,0.7,0,-4.3,4.8
8,3600,359,-33,-0.2,17.1,0.5,4.1,-3.4,0.7,0,-5.1,4.9
8,3700,373,-32.2,-0.2,17.7,0.5,3.7,-4.2,0,-0.6,-5.8,5
8,3800,388,-32,-0.2,18.3,0.6,4.5,-3.7,0.6,0,-5.3,5.8
8,3900,403,-31.7,-0.2,19,0.6,4.1,-4.5,0,-0.6,-6,5.3
8,4000,420,-32.3,-0.3,19.7,0.6,4.9,-4.7,0,-0.6,-6.7,6
8,4100,437,-31.7,-0.3,20.4,0.6,5.1,-5.5,0.6,-0.6,-6.9,6.1
8,4200,455,-31.6,-0.3,21.1,0.6,5.3,-5.7,0.6,-0.6,-7,6.2
8,4300,474,-32.7,-0.3,21.9,0.7,5.5,-5.9,0.6,-1.2,-7.7,6.9
8,4400,494,-32.7,-0.4,22.7,0.7,6.3,-5.6,1.2,-0.6,-7.2,7.5
8,4500,516,-33.6,-0.4,23.6,0.7,6.6,-5.9,1.1,-0.6,-7.9,8.2
8,4600,541,-35.4,-0.5,24.6,0.8,6.3,-6.7,0.6,-1.1,-8.5,7.7
8,4700,568,-36.9,-0.6,25.6,0.8,7.7,-7,1.1,-0.6,-8.6,8.9
8,4800,599,-40.3,-0.7,26.8,0.8,8,-7.3,1.1,-0.6,-9.3,9
8,4900,638,-45.7,-0.9,28.3,0.9,7.9,-8.2,0.5,-1,-9.8,9
8,5000,697,-62.4,-1.5,30.4,1,9.4,-8.7,1,-0.5,-10,10
9,900,58,0,0,3.2,0.1,0.1,-1,0,-0.9,-1.1,0.2
9,1000,64,0,0,3.6,0.1,1.1,-0.2,0.9,0,-0.2,1.1
9,1400,91,0,0,5.1,0.2,1.2,-0.3,0.9,0,-0.4,1.2
9,2300,157,-45.3,-0.1,8.8,0.3,1.8,-0.9,0.8,0,-1.9,2.6
9,2400,165,0,0,9.2,0.3,1.9,-1,0.8,0,-1.9,2.7
9,2600,181,-40.6,-0.1,10,0.3,2,-1.2,0.8,0,-2.1,2.9
9,2700,189,-39.1,-0.1,10.4,0.3,1.3,-2.1,0,-0.8,-3,2.2
9,2800,197,-37.7,-0.1,10.9,0.3,2.2,-1.4,0.8,0,-2.3,3
9,2900,206,0,0,11.3,0.3,2.3,-1.5,0.8,0,-3.2,3.1
9,3000,214,-35.7,-0.1,11.8,0.4,2.4,-1.6,0.8,0,-3.3,4
9,3100,223,-34.5,-0.1,12.2,0.4,1.8,-2.5,0,-0.8,-4.2,3.3
9,3200,232,-33.8,-0.1,12.7,0.4,2.7,-1.8,0.8,0,-3.5,4.2
9,3300,240,-32.9,-0.1,13.2,0.4,2.8,-2,0.8,0,-3.6,4.3
9,3400,250,-32.3,-0.1,13.6,0.4,2.9,-2.8,0,-0.8,-4.5,3.6
9,3500,259,-31.5,-0.1,14.1,0.4,3,-3.7,0,-0.8,-5.4,4.5
9,3600,269,-30.7,-0.1,14.6,0.4,3.9,-3.1,0.8,0,-4.7,5.3
9,3700,278,-30.3,-0.2,15.1,0.4,4.1,-3.3,0.8,0,-4.9,5.4
9,3800,288,-29.6,-0.1,15.6,0.5,4.2,-3.4,0.7,0,-5,5.6
9,3900,298,-28.9,-0.1,16.1,0.5,4.3,-3.5,0.7,0,-5.8,5.7
9,4000,308,-28.6,-0.1,16.6,0.5,4.5,-3.7,0.7,0,-6,6.5
9,4100,319,-28.3,-0.2,17.1,0.5,3.9,-4.6,0,-0.7,-6.8,5.9
9,4200,330,-27.4,-0.1,17.7,0.5,4.8,-4,0.7,0,-6.2,6.7
9,4300,341,-27.5,-0.2,18.2,0.5,4.3,-4.9,0,-0.7,-7.7,6.8
9,4400,353,-27.4,-0.2,18.8,0.6,5.2,-4.4,0.7,0,-7.2,7.6
9,4500,364,-26.5,-0.2,19.4,0.6,5.3,-4.5,0.7,0,-7.3,7.7
9,4600,376,-26,-0.2,19.9,0.6,5.5,-6.1,0,-0.7,-8.1,7.2
9,4700,389,-26.3,-0.2,20.6,0.6,6.4,-5.6,0.7,0,-8.3,8.6
9,4800,402,-25.8,-0.2,21.2,0.6,5.9,-6.5,0.7,-0.7,-9,8.1
9,4900,416,-26.2,-0.3,21.8,0.7,6.8,-6,0.7,-0.7,-9.2,8.9
9,5000,430,-26.2,-0.3,22.5,0.7,7,-6.2,0.7,-0.7,-9.3,9.6
9,5100,445,-26.2,-0.3,23.2,0.7,7.2,-6.5,1.3,-0.7,-9.5,9.8
9,5200,460,-25.8,-0.3,23.9,0.7,7.5,-6.7,1.3,-0.7,-10,10
9,5300,477,-26.6,-0.3,24.6,0.7,7.7,-7,1.3,-0.7,-10,11
9,5400,494,-27.1,-0.4,25.4,0.8,8.6,-7.8,1.2,-0.6,-11,11
9,5500,513,-28,-0.4,26.3,0.8,8.3,-8.7,0.6,-1.2,-12,11
9,5600,534,-28.6,-0.4,27.2,0.8,8.6,-9,0.6,-1.2,-13,12
9,5700,556,-30.3,-0.5,28.2,0.9,9.5,-8.7,1.2,-0.6,-13,12
9,5800,582,-32.2,-0.6,29.2,0.9,9.3,-9.6,0.6,-1.2,-13,12
9,5900,612,-36.3,-0.8,30.5,0.9,11,-10,1.1,-0.6,-13,13
9,6000,650,-42.2,-1,32,1,11,-11,0.6,-1.1,-15,13
9,6100,715,-65.6,-1.9,34.6,1.1,12,-12,1,-0.5,-15,15
10,1200,61,0,0,3.9,0.1,1.2,-0.2,1,0,-0.3,1.3
10,1900,100,-54.2,0,6.3,0.2,0.6,-1.5,0,-1,-1.7,0.7
10,2000,106,0,0,6.6,0.2,1.6,-0.6,1,0,-0.8,1.7
10,2400,130,-43.4,0,8.1,0.2,0.9,-1.8,0,-0.9,-3,2
10,2600,142,-39.8,-0.1,8.9,0.3,2,-1.1,0.9,0,-2.2,3.1
10,2700,148,-38.6,0,9.2,0.3,1.2,-2.1,0,-0.9,-3.2,2.3
10,2900,161,0,0,10,0.3,2.3,-1.3,0.9,0,-2.5,3.3
10,3000,167,-34.8,-0.1,10.4,0.3,1.5,-2.3,0,-0.9,-3.5,3.4
10,3100,174,-33.8,-0.1,10.8,0.3,1.6,-2.4,0,-0.9,-4.5,3.5
10,3300,187,-32.1,-0.1,11.6,0.3,1.8,-2.6,0,-0.9,-4.7,3.7
10,3400,194,-31.2,-0.1,12,0.4,1.9,-2.7,0,-0.9,-4.8,3.8
10,3500,201,-30.6,-0.1,12.4,0.4,2,-2.8,0,-0.9,-4.9,4
10,3700,215,-28.7,-0.1,13.2,0.4,3.1,-3,0,-0.9,-6,5
10,3800,222,-28,-0.1,13.6,0.4,3.2,-3.2,0,-0.9,-6.1,5.1
10,3900,230,-27.6,-0.1,14.1,0.4,4.2,-3.3,0.8,0,-5.4,6.1
10,4000,237,-27,-0.1,14.5,0.4,4.3,-3.4,0.8,0,-5.5,6.2
10,4100,245,-26.4,-0.1,14.9,0.4,4.4,-3.5,0.8,0,-5.7,6.3
10,4200,253,-26.1,-0.1,15.4,0.5,4.6,-3.7,0.8,0,-6.6,7.2
10,4300,260,-25.5,-0.1,15.8,0.5,3.9,-4.6,0,-0.8,-7.5,6.5
10,4400,268,-25,-0.1,16.2,0.5,4,-4.8,0,-0.8,-7.7,6.7
10,4500,277,-24.5,-0.1,16.7,0.5,5,-4.1,0.8,0,-7,7.6
10,4600,285,-24.2,-0.1,17.2,0.5,4.4,-5.1,0,-0.8,-8.7,7.7
10,4700,294,-24.2,-0.1,17.7,0.5,4.5,-5.2,0,-0.8,-8.9,7.8
10,4800,302,-23.7,-0.1,18.2,0.5,5.5,-4.6,0.8,0,-8.2,8.7
10,4900,311,-23.3,-0.1,18.6,0.6,4.9,-5.5,0,-0.8,-9.1,8.1
10,5000,320,-23.2,-0.1,19.1,0.6,5.1,-5.7,0,-0.8,-10,9
10,5100,329,-22.5,-0.1,19.6,0.6,6,-5.9,0.8,0,-9.5,9.9
10,5200,339,-22.1,-0.1,20.1,0.6,6.2,-6.8,0,-0.8,-10,9.3
10,5300,349,-22.1,-0.2,20.7,0.6,7.1,-6.3,0.8,0,-11,10
10,5400,359,-22,-0.2,21.2,0.6,6.6,-7.2,0.8,-0.8,-11,10
10,5500,369,-22,-0.2,21.8,0.6,6.8,-7.4,0.8,-0.8,-12,10
10,5600,380,-21.7,-0.2,22.3,0.7,7.7,-6.8,0.8,-0.8,-12,11
10,5700,391,-22.1,-0.2,22.9,0.7,7.9,-7.1,1.4,-0.8,-12,12
10,5800,402,-21.5,-0.2,23.5,0.7,8.1,-7.3,1.4,-0.7,-13,12
10,5900,414,-21.8,-0.2,24.1,0.7,7.7,-8.2,0.7,-1.4,-14,12
10,6000,426,-21.9,-0.2,24.8,0.7,8.6,-8.5,1.4,-0.7,-13,13
10,6100,439,-21.6,-0.2,25.4,0.8,8.8,-9.4,0.7,-1.4,-15,13
10,6200,452,-22.1,-0.3,26.1,0.8,9.7,-8.9,1.4,-0.7,-14,14
10,6300,466,-22.2,-0.3,26.8,0.8,9.4,-9.9,0.7,-1.4,-15,14
10,6400,481,-22.4,-0.3,27.5,0.8,9.6,-10,0.7,-1.3,-16,14
10,6500,497,-23.2,-0.3,28.3,0.8,9.9,-10,0.7,-1.3,-16,15
10,6600,513,-24.1,-0.4,29.1,0.9,10,-11,0.7,-1.3,-17,15
10,6700,531,-25,-0.5,30,0.9,12,-11,1.3,-0.7,-17,17
10,6800,551,-25.6,-0.5,30.9,0.9,12,-12,0.7,-1.3,-18,17
10,6900,573,-27,-0.6,31.9,1,12,-12,0.7,-1.2,-19,17
10,7000,598,-28.9,-0.7,33.1,1,13,-12,1.2,-0.6,-19,18
